source	target	correlation
Ameriprise Financial	First Niagara Financial	0.04795969432324252
Centene	MetLife	0.0754785897424084
AGL Energy	Devon Energy	0.12187023119072048
Toho Bank	Taiwan Cooperative Financial	0.12855803965769247
Kao Corp	Wistron	0.023342845153966
Axis Capital Holdings	Agile Property Holdings	0.10951436691774206
American Financial Group	Wilmar International	0.05050328995913812
China Taiping Insurance	Shanghai Pudong Development	0.15184751945503203
Banco Davivienda	Grupo Inbursa	0.20138602454927698
Taiwan Business Bank	Siam Commercial Bank	0.2722593669312648
Dover	George Weston	0.025265571703903675
Coloplast	Solvay	0.023136212708665116
Bankinter	UniCredit Group	0.02384039387132043
Dongfang Electric	Greentown China Holdings	0.02449672760888394
Hellenic Petroleum	AGL Energy	0.0245017468388968
Nomos Bank	Standard Bank Group	0.029138939796066465
Essilor International	Cameron International	0.0983536031370668
Woolworths	AMP	0.02543249893103901
United Overseas Bank	Japan Securities	0.02447161814904536
Corporation Bank	Ahli United Bank	0.07323442927017217
Oil Search	AGL Energy	0.025684931638275954
Woori Bank	Bank Leumi	0.025359417561515437
China Merchants Holdings	AerCap Holdings	0.07830618067126016
Sun Art Retail Group	President Chain Store	0.024701028767685092
Mitsubishi Electric	Mitsubishi Corp	0.18969600381614138
Daikin Industries	Reliance Industries	0.0765087636745172
Commercial International Bank	Industrial Bank	0.23242368743398534
Harbin Bank	China Taiping Insurance	0.04775937464967405
Sichuan Changhong Electric	SDIC Power Holdings	0.04981756741269953
Ameriprise Financial	AmTrust Financial Services	0.22959839186245612
Mashreq Bank	TMB Bank	0.07654281827589879
Cencosud	Grupo Televisa	0.02323123481521312
Industrial Securities	Beijing Xinwei Telecom Technology Group	0.07541751983286019
DGB Financial Group	Vienna Insurance Group	0.10280845593673865
Commercial International Bank	Public Bank	0.15622120423483404
3i Group	KBC Group	0.048711627854145595
Huaneng Power International	China Shenhua Energy	0.38140833221229975
Chinatrust Financial	United Overseas Bank	0.023424619107743745
Cheng Shin Rubber Industry Co.	China Communications Construction	0.07440146180874221
Guaranty Trust Bank	Garanti Bank	0.028061036557934436
Land Securities Group	Radian Group	0.025254934656252694
CenterPoint Energy	Woodside Petroleum	0.02465515842774464
Ageas	Deutsche Boerse	0.024393942584391554
ANZ	Lloyds Banking Group	0.022777059268934367
Nidec	Oji Holdings	0.04739537435974443
Shanghai Electric Group	China International Marine	0.12617084510715632
PKN Orlen	Erste Group Bank	0.023476542418608828
RHB Capital	Tenaga Nasional	0.023597916546075993
Jyske Bank	Suruga Bank	0.02591464146831378
Spectra Energy	CMS Energy	0.2524702073948356
CF Industries Holdings	Nippon Telegraph & Tel	0.02332315368372619
Abu Dhabi Commercial Bank	Signature Bank	0.02587432488276103
China Railway Group	Phoenix Group Holdings	0.023862872533182995
Linde	Fortum	0.04903817225434283
Shanghai Electric Group	Imperial Tobacco Group	0.02686410087832902
Insurance Australia Group	Swatch Group	0.023595772032521143
ENN Energy Holdings	FBN Holdings	0.059400110905815255
Lanxess	Voestalpine	0.10345046451477613
Obayashi	Mitsui Fudosan	0.10552451352479951
Pearson	Wells Fargo	0.023107988418760588
Sumitomo Electric	Sumitomo Realty	0.1539598775440734
Sun Pharma Industries	Sun Art Retail Group	0.250372922955063
Higo Bank	Qatar National Bank	0.12261664757967496
SEB	Randstad Holding	0.023236076769858307
Tencent Holdings	Midea Group Co. Ltd.	0.1845541757020653
Axiata Group	Yamato Holdings	0.02597380908871145
G4S	Randstad Holding	0.044735247459682076
Alpha Bank	Hiroshima Bank	0.04997122715322313
Shinhan Financial Group	Taiwan Business Bank	0.05180298275036509
Mitsubishi Chemical	Cheil Industries	0.02493687664482043
Mitsubishi Electric	Suzuki Motor	0.12786994685792422
ING Group	MetLife	0.029264795991551126
HD Supply Holdings	Arch Capital Group	0.024683439007902656
Meiji Holdings	Nomura Holdings	0.21354949038841778
Toshiba	Murata Manufacturing	0.023743606288883612
KB Financial Group	HD Supply Holdings	0.023856040479599775
Crescent Point Energy	Talisman Energy	0.026829691186247066
Hyundai Steel	Sumitomo Metal Mining	0.04911174696897643
BCV Group	Arch Capital Group	0.024588143385671186
Legrand	Eiffage	0.07430389346706501
Sunac China Holdings	AerCap Holdings	0.052152731896487
Noble Group	Noble Energy	0.42140568436938985
Zions Bancorp	Standard Bank Group	0.051147835034719834
Microchip Technology	Alliance Data Systems	0.02857934147988714
Global Logistic Properties	Permanent TSB Group	0.025971599028733864
Nippon Yusen	Yamato Holdings	0.07388650423829919
Asahi Group Holdings	Huadian Power International	0.023730992225268994
Sinopharm Group	CJ Corp	0.024155935211720516
CGI Group	Metro Group	0.07158935748764465
Zions Bancorp	First Niagara Financial	0.02746665396336994
Bank Mandiri	Joyo Bank	0.0778833242478988
Pepco Holdings	General Electric	0.024892947382215116
JFE Holdings	Changjiang Securities	0.024686493019370353
Mazda Motor	Chongqing Changan Auto	0.026142960376920064
Meritz Financial Group	Mitsubishi UFJ Financial	0.04946391570746321
Israel Discount Bank	Higo Bank	0.025273182069406465
Land Securities Group	Compass Group	0.04931520634783794
Mitsui & Co	Idemitsu Kosan	0.054585107967494204
Crescent Point Energy	DTE Energy	0.02754311804631706
United Aircraft Corporation	Continental Resources	0.024385918120749094
Raiffeisen Bank International	Alpha Bank	0.23199816510403026
Emaar Properties	Dubai Islamic Bank	0.04888052541613704
Mitsubishi UFJ Lease	Mitsui OSK Lines	0.04731142403985927
BBMG	Huaneng Power International	0.024153677624943318
Bank Leumi	China Merchants Bank	0.022764816975100657
Microchip Technology	ARM Holdings	0.02477836878958047
Banque Centrale Populaire	Aeroports de Paris	0.20182118969616097
GlaxoSmithKline	Vertex Pharmaceuticals	0.08829778953278501
Industrial Alliance Insurance	Burgan Bank	0.023842091475835395
Oracle	SAP	0.25614113900139146
Sumitomo Chemical	Japan Tobacco	0.023605674139180452
Humana	DaVita	0.07644242667087146
UnitedHealth Group	Permanent TSB Group	0.02361871094137383
Yara International	China Railway Group	0.0240714196328154
Shanghai Electric Group	China Shenhua Energy	0.07630662586101064
Avago Technologies	HCL Technologies	0.05352767832122897
Mercantil Servicios	BCV Group	0.10330914248359813
Nanto Bank	Qatar National Bank	0.14580010592912845
Red Eléctrica	Grupo ACS	0.12409004072595956
Bank Central Asia	Arab Bank	0.028652349943881744
Olam International	CLP Holdings	0.04724481285610006
Wheelock & Co	XL Group	0.025346850061489786
Capita	Barclays	0.028698239162626912
Dalian Wanda Commercial Properties	Industrial Alliance Insurance	0.05112332813721639
Scripps Networks Interactive	FBN Holdings	0.025565138108072333
Global Logistic Properties	General Growth Properties	0.15105903936595783
Sumitomo Rubber	Asahi Kasei	0.09807381905431686
Kaisa Group Holdings	Mitsui OSK Lines	0.02308779179570895
PotashCorp	BHP Billiton	0.10427823977737088
Towngas	SDIC Power Holdings	0.1251722562922903
Altria Group	Hana Financial Group	0.0501726157113833
Sembcorp Industries	Adani Enterprises	0.024680936796505834
FBN Holdings	HD Supply Holdings	0.08165293976190467
Hunan Valin Steel	SOHO China	0.023544232558730307
Industrial Alliance Insurance	China International Marine	0.02481954960123759
China Hongqiao Group	Chinese Estates	0.025015439444309687
Svenska Handelsbanken	Sampo	0.35837334835052576
CSN	Severstal	0.051362817187604465
Sembcorp Industries	Air Products & Chemicals	0.02403270346027261
Hilton Worldwide Holdings	Atlas Copco	0.023379597657157306
QBE Insurance Group	Migdal Insurance	0.22997056057664203
BOK Financial	Taishin Financial Holdings	0.10089394601973467
Mega Financial Holding	DBS Group	0.05060095536537894
Jyske Bank	Joyo Bank	0.05434255146375963
SOHO China	China Mobile	0.25639865706233084
CaixaBank	Iberdrola	0.024168807030731453
PVH	Yum Brands	0.023160188984405628
Gree Electric Appliances	Greentown China Holdings	0.02596841275940878
Pall	Jarden	0.05391622355767744
Yamaguchi Financial	Commercial Bank For Investment & Development Of Vietnam	0.025805027287195265
Grupo Bimbo	Empresas CMPC	0.15020785861625954
Mega Financial Holding	Financial Street Holdings	0.075111534429797
Willis Group Holdings	HCA Holdings	0.08714624045142269
Affiliated Managers Group	Air Products & Chemicals	0.02399169343801422
Seagate Technology	Public Storage	0.023730848468231286
Alliant Energy	AES	0.04809272378936207
Nippon Paper Industries	Unicharm	0.04816866987581156
Shanghai Pudong Development	China Hongqiao Group	0.2097981486737649
Olam International	Essilor International	0.1764367527856291
Everbright Securities	GF Securities	0.12920900755149614
CNO Financial Group	American Capital Agency	0.04873140843156507
Ashikaga Holdings	Suruga Bank	0.18052556537867676
Avago Technologies	Motorola Solutions	0.055439210825724866
Industrial Bank	First Republic Bank	0.25755868014977795
Osaka Gas	Schneider Electric	0.024768061195055695
SDIC Power Holdings	Daito Trust Construction	0.04921517200242192
China Railway Group	Hopson Development Holdings	0.05107412114673917
DGB Financial Group	Imperial Tobacco Group	0.07409006929985856
Nippon Paper Industries	Zoomlion Heavy Industry	0.02589582175810263
Delek Group	HRG Group	0.048781661677899296
Cheng Shin Rubber Industry Co.	China National Materials	0.07758032636297002
Harbin Bank	VTB Bank	0.02690787066065985
Ultrapar Participacoes	Cantv	0.023378339105203358
China Unicom	Alibaba	0.022836803345599642
Higo Bank	Yuanta Financial Holding	0.02495569323464374
NiSource	SCANA	0.17187440251125086
Industrial Bank	Bank Audi	0.02666954970662552
American Financial Group	China Communications Services	0.048779044182620634
China Coal Energy	Hebei Iron & Steel	0.023890196821708756
Chimera Investment	Agile Property Holdings	0.030731604754256472
China Gezhouba	TCL Corp	0.02510431117590117
IKB Deutsche	Salzgitter	0.025991641366298123
Attijariwafa Bank	Permanent TSB Group	0.02444699310099109
Delta Air Lines	Air Canada	0.0512987346806966
Industrial Alliance Insurance	Genworth Financial	0.024295238427775038
LabCorp	Quest Diagnostics	0.08001403136866123
Marathon Oil	Chevron	0.028579117397971195
Kawasaki Kisen Kaisha	Murata Manufacturing	0.024432179917461563
Allied World Assurance	Lenovo Group	0.024162839312505135
Raiffeisen Bank International	DGB Financial Group	0.02420282524669913
Shanghai International Port	China Power International Development	0.049760786635777814
KWG Property Holding	First Quantum Minerals	0.024686599507172037
Doosan	Posco	0.07069013966120681
Galp Energia	EDF	0.023286849204968613
Roche Holding	Vertex Pharmaceuticals	0.02647554040596343
BOK Financial	BS Financial Group	0.02571904194631159
LG Corp	Shinhan Financial Group	0.02481362251255318
Torchmark	PartnerRe	0.04813177346074223
Western Refining	Motor Oil	0.0863639882205916
China Galaxy Securities	Joyo Bank	0.02370789662000371
Melco Crown Entertainment	Galaxy Entertainment	0.13090823352811923
Oceanwide Holdings	MMI Holdings	0.32490220195516517
GS Holdings	Alfresa Holdings	0.08461158368226203
Capita	Westpac Banking Group	0.024080920646595148
CenterPoint Energy	CMS Energy	0.10227498472124237
NKSJ Holdings	MMI Holdings	0.19334516419392664
Trinity Industries	CF Industries Holdings	0.07590306714609876
Harris	Balfour Beatty	0.20743378476389757
Top Frontier Investment Holdings	Delek Group	0.025604303811050912
Motorola Solutions	Sun Pharma Industries	0.026063069001333733
Hankook Tire	Bridgestone	0.1283306533649239
Land Securities Group	Daiwa Securities	0.0561443313948247
IOI Group	Delhaize Group	0.024986039289615573
Formosa Petrochemical	LG Chem	0.04988552100285048
Shanghai Commercial & Savings Bank	Punjab National Bank	0.02390302235984562
Alpha Bank	TD Bank Group	0.28449410007333054
Huaneng Power International	Dongfang Electric	0.305524361980493
China CNR	Cheng Shin Rubber Industry Co.	0.025323604964425817
BCV Group	China Power International Development	0.024420809372398253
Bank Muscat	Attijariwafa Bank	0.28024975173366695
Lanxess	Evonik	0.5068999396381868
Hyundai Heavy Industries	Arrow Electronics	0.023667540701308123
Commercial International Bank	Alinma Bank	0.17736614934589373
JSW Steel	GAIL India	0.02743596151257244
Wärtsilä	SBM Offshore	0.023734942385187092
Keiyo Bank	Punjab National Bank	0.17650366682649263
China Shenhua Energy	China Resources Power	0.4319109195716268
National Australia Bank	Abu Dhabi Commercial Bank	0.04810168822739633
Amgen	Bayer	0.1496382335730466
Flextronics International	Compal Electronics	0.0252899305038339
WH Group	Compass Group	0.07629966095968693
Beijing Enterprises	China Development Financial	0.04901005436404145
Oceanwide Holdings	JB Financial Group	0.023936899597043326
Oriental Land	Belle International Holdings	0.029528756788329644
Bank Leumi	Abu Dhabi Commercial Bank	0.023461393439969152
Belle International Holdings	Hana Financial Group	0.05189299451019183
Gunma Bank	Laurentian Bank	0.04897635821995816
Shiga Bank	Musashino Bank	0.26064404211164854
EOG Resources	Newfield Exploration	0.0239245271456255
SM Investments	BS Financial Group	0.07485760647610083
Sunac China Holdings	Volvo Group	0.02534874502360663
Delhaize Group	Compass Group	0.049614370022898244
Umicore	BASF	0.17266985127206047
Avago Technologies	Xilinx	0.0514551797649107
Kajima	Nippon Steel & Sumitomo Metal	0.0243858517100253
Krung Thai Bank	Taiwan Business Bank	0.02642443782928819
Deutsche Bank	Deutsche Wohnen	0.10086054386687297
GD Power Development	JX Holdings	0.02421626645038708
Everest Re Group	Compass Group	0.12333876332522452
Power Assets Holdings	Sears Holdings	0.07613152338682898
Amdocs	Siemens	0.049723262576492545
VTB Bank	Guaranty Trust Bank	0.028427766872462987
SingTel	Saudi Telecom	0.023134695676217655
CLP Holdings	HSBC Holdings	0.1953315313957949
Chiba Bank	Kiyo Bank	0.357186672717494
GD Power Development	Chugoku Electric Power	0.28471843892292903
Weichai Power	China Resources Power	0.36649713205167106
Higo Bank	Siam Commercial Bank	0.1539874392780029
Yamaguchi Financial	China Development Financial	0.05529498512014886
Suzuken	Endo	0.02668715284822249
JTEKT	Fuji Heavy Industries	0.05165083485059189
Shinsei Bank	China Merchants Securities	0.024144836740524978
Shinhan Financial Group	Citic Pacific	0.029428718864903395
China CNR	TCL Corp	0.023856078165273412
UCO Bank	HDFC Bank	0.10173815017756625
Valeo	SAIC Motor	0.025953287618130642
Kao Corp	Chinatrust Financial	0.07779880304265345
Occidental Petroleum	LukOil	0.026806521392828745
JX Holdings	HSBC Holdings	0.08901608263072804
NKSJ Holdings	First Financial Holding	0.02491893768387315
Kroger	Costco Wholesale	0.09954658647567381
Samsung SDI	Samsung Electronics	0.4173576365716653
RusHydro	LukOil	0.02301408486957797
Shanghai Pharmaceuticals	Regeneron Pharmaceuticals	0.028521885616888024
SJM Holdings	Axis Capital Holdings	0.06164732928940807
Aeon	Meiji Holdings	0.024174686116223754
Indian Oil	Valero Energy	0.05275268704031897
JX Holdings	Sino Land	0.024835776701571936
Asahi Group Holdings	China International Marine	0.02617599566229563
Manulife Financial	Scor	0.0553967909361819
Cimarex Energy	Devon Energy	0.0832201639634198
Land Securities Group	Vornado Realty	0.025666636697063483
China Resources Power	China Yangtze Power	0.3078008810632085
BOK Financial	ASML Holding	0.024242520595109618
Sumitomo Realty	Tosoh	0.024564049866175892
Supervalu	Cintas	0.02263867799981029
Empresas CMPC	Metalurgica Gerdau	0.050735172914080445
Tyson Foods	Wm Morrison Supermarkets	0.023181262428087736
Sinopharm Group	Permanent TSB Group	0.04934150633909287
Philips	Seiko Epson	0.05345449971206336
China Cinda Asset Management	Daishi Bank	0.02427981117283978
Commercial International Bank	Erste Group Bank	0.025330032000892195
Babcock International Group	Aspen Pharmacare Holdings	0.02489536499454176
CLP Holdings	Hutchison Whampoa	0.023283226189928553
Wistron	Samsung Electronics	0.04755049774678026
China National Building	TCL Corp	0.024448807610421605
Supervalu	Tyson Foods	0.02681653315853373
China Unicom	China National Materials	0.02396062921512855
Central Japan Railway	Kintetsu	0.023744944198424645
Isuzu Motors	Mitsubishi Estate	0.15271796766253803
Thanachart Capital	Kiyo Bank	0.024496818943606752
Industrial Bank	Shinhan Financial Group	0.025279091810098853
China Construction Bank	Yamaguchi Financial	0.024254725317171016
Ameriprise Financial	Shinhan Financial Group	0.02631020013503236
China Power International Development	Fosun International	0.17665213878692304
Aspen Pharmacare Holdings	Axis Capital Holdings	0.05466223119983407
PotashCorp	Amcor	0.0503964154374051
Sumitomo Electric	Chugoku Electric Power	0.2583087081172989
Cemig	Galp Energia	0.1280699117189875
DGB Financial Group	Suncorp Group	0.024035842893731774
Hartford Financial Services	American Equity Investment	0.025436411949704873
YTL	Akbank	0.07394723354494341
WPG Holdings	Hopson Development Holdings	0.0889491433302205
IDGC Holding	Valiant Holding	0.0516787452276404
Dangote Cement	Lotte Chemical	0.023673495032886353
Attijariwafa Bank	Saudi British Bank	0.10202272304426592
Public Power	United Utilities	0.05152845846415586
Zurich Insurance Group	Permanent TSB Group	0.02519622570219322
Nordstrom	Macerich	0.045763467581750684
Mylan	AmerisourceBergen	0.05144464289677461
China Vanke	China Development Financial	0.023900444518390098
Mediatek	NXP Semiconductors	0.05123413674052398
AIA Group	Citic Pacific	0.025712623196103856
Meritz Financial Group	Top Frontier Investment Holdings	0.07893380624116189
Guosen Securities	Danske Bank	0.023514122365149662
Agrium	CWT	0.023196487140401758
Toray Industries	Unicharm	0.12309244298687871
Nielsen Holdings	HSBC Holdings	0.09267114859063731
Atlantia	Gecina	0.049377699780914816
Novatek	Petronas Gas	0.023208057474905792
Amorepacific	LG Electronics	0.02346535327878919
AstraZeneca	Danone	0.022346771104741436
Itochu	Mitsui & Co	0.023277605618165755
Beijing Enterprises	China Fortune Land Development	0.07599995145010467
Centrica	Gas Natural Fenosa	0.10468907631451843
Hiroshima Bank	Siam Commercial Bank	0.024618099592773075
Essex Property Trust	Barwa Real Estate	0.023203575521349
Shinsei Bank	Deutsche Bank	0.15436700940710713
Shaanxi Coal Industry	Shanghai International Port	0.025639842892534716
Sumitomo Rubber	Wuhan Iron & Steel	0.02479307161885916
Symetra Financial	Ally Financial	0.13601244804406423
TD Ameritrade Holding	SBI Holdings	0.02486429510134978
Hysan Development	3i Group	0.024212445807662818
Public Bank	Guaranty Trust Bank	0.15885496813795566
Gemdale	Taishin Financial Holdings	0.023495541465284802
LyondellBasell Industries	Umicore	0.09290687189344693
Kajima	Mitsubishi Heavy Industries	0.023014549669457398
China Southern Airlines	Hainan Airlines	0.49076755131283434
TMB Bank	Gunma Bank	0.07417739634417059
Capital One Financial	CNO Financial Group	0.05298147889694303
Daiichi Sankyo	Novartis	0.04738291522074676
Abu Dhabi Commercial Bank	DVB Bank	0.07535169599146065
RSA Insurance Group	ACE	0.074215075504615
Country Garden Holdings	Pepco Holdings	0.02557517739257528
Crown Holdings	Virgin Money Holdings	0.10832346786907038
Kraft Foods	Sysco	0.0998728092971799
Coal India	Bharat Heavy Electricals	0.02369797741698389
Meiji Holdings	Alfresa Holdings	0.3647757402589707
China Coal Energy	China Steel	0.0473385023072784
Altria Group	Radian Group	0.12696551443238746
North Pacific Bank	First Gulf Bank	0.09830731348335033
SK Holdings	HRG Group	0.027665754257435067
Guangzhou Automobile Group Co. Ltd.	JB Financial Group	0.02395136193565845
Lotte Chemical	LG Chem	0.10027520765906882
Shanghai Material Trading	Samsung Fire & Marine	0.02404602775446595
Hitachi	SK Hynix	0.025003267346834047
First Citizens BancShares	Syndicate Bank	0.023152069733746422
American Financial Group	Michelin Group	0.05078679195731464
Crescent Point Energy	Cimarex Energy	0.026375185576936477
Jyske Bank	Doha Bank	0.024415377578743912
AIA Group	Transurban Group	0.024105303312715806
Sinopec	Citic Pacific	0.030104803821752856
Shanghai Electric Group	TCL Corp	0.09854535583948143
Bunge	AGCO	0.024720714209231796
Panasonic	LG Electronics	0.21184360032278093
SM Investments	Axis Capital Holdings	0.02712403194349998
Doha Bank	Metropolitan Bank & Trust	0.024082758612150812
Brookfield Asset Management	American Equity Investment	0.04872730478294642
Mitsubishi Motors	Isuzu Motors	0.41013362113232504
China Merchants Property	China Communications Construction	0.09976316993924779
Antofagasta	Newmont Mining	0.024275699442248156
Axis Bank	Alinma Bank	0.07590493523338519
Boeing	Embraer	0.13031519580013487
Global Logistic Properties	Top Frontier Investment Holdings	0.0792398058054211
Oriental Land	Taiwan Business Bank	0.07429352412996844
Flowserve	Ametek	0.17870704145884236
Willis Group Holdings	CME Group	0.04964895175243616
Freescale Semiconductor	NEC	0.04671186047087707
Sumitomo Mitsui Trust	Mitsui Engineering & Shipbuilding	0.029917401460409193
SJM Holdings	Agile Property Holdings	0.13345786034104978
Mallinckrodt	Pfizer	0.04876442516511609
Permanent TSB Group	Agile Property Holdings	0.025102385096606707
Allied World Assurance	Hopson Development Holdings	0.07604321656094269
Mitsubishi Corp	Hitachi	0.05087553353831455
BT Group	3i Group	0.026561271885091112
AXA Group	Nomura Holdings	0.024136357676310068
Flextronics International	China International Marine	0.052322227365459925
Olam International	Yamato Holdings	0.023895749981772206
Mitsubishi Chemical	Pioneer Natural Resources	0.02290812626818034
Zions Bancorp	East West Bancorp	0.053963910293149425
Citic Securities	Tingyi Holding	0.07352235076348888
Chugoku Bank	Taiwan Business Bank	0.25741385020385
Mashreq Bank	Danske Bank	0.07650359472869141
Al Rajhi Bank	Saudi Investment Bank	0.09934781336252625
Mercantil Servicios	Bolsas & Mercados	0.1000484657780375
BCV Group	Red Eléctrica	0.02524720252634522
Interactive Brokers Group	Equity Residential	0.023583860707735417
Sinopharm Group	Millicom International	0.02409481379352469
China Cosco Holdings	Taiwan Business Bank	0.023581138122940323
Hyundai Engineering	Honda Motor	0.09809792967280064
CIC Group	KB Financial Group	0.05114690198567795
China Life Insurance	AIA Group	0.05118646950873655
HCA Holdings	Agile Property Holdings	0.08059633799715567
AmBank Group	MISC	0.047542981058882564
Otsuka Holding	Hokkaido Electric Power	0.024309518368495323
SKF Group	Ambac Financial Group	0.02457030031287591
Land Securities Group	Continental Resources	0.024715267556552668
Shaanxi Coal Industry	US Steel	0.024707950123962853
Oriental Land	Taiwan Cooperative Financial	0.05020145885893444
Helmerich & Payne	McCormick & Co	0.05244413507866575
Mashreq Bank	Higo Bank	0.07384559387544212
Shinhan Financial Group	Regions Financial	0.0261055921562664
Country Garden Holdings	Axis Capital Holdings	0.02562040396080099
Sinopharm Group	Longfor Properties	0.02388843855997982
Meritz Financial Group	The Priceline Group	0.05153421473889097
Public Power	Dongfang Electric	0.07473895201684812
AGL Resources	Wesfarmers	0.025617016008734166
Olam International	Sino Land	0.026908162176449178
Berkshire Hathaway	Norfolk Southern	0.05163391466682477
Hutchison Whampoa	MTR	0.0724872596409608
China State Construction Engineering	Minmetals Development	0.05090002895998617
Trinity Industries	TPV Technology	0.024679768353962423
Asustek Computer	Wistron	0.2094006867110238
American Financial Group	Sumitomo Mitsui Financial	0.023639809107228862
Nielsen Holdings	IOI Group	0.028741745564913018
TDK	Infineon Technologies	0.04950397707352692
Essilor International	Fosun International	0.024888894719703267
EasyJet	Continental	0.023436374101410654
AstraZeneca	DaVita	0.02275935452680239
Kaisa Group Holdings	Sinopharm Group	0.1274774348753836
Mitsui OSK Lines	Mitsubishi Heavy Industries	0.04958258773529129
China Mobile	Daqin Railway	0.02482044382232987
Ambac Financial Group	MetLife	0.04663004010998018
Willis Group Holdings	China Resources Land	0.02491891424684743
Taiheiyo Cement	Mitsubishi Electric	0.024494527525602765
Korea Zinc	Nippon Steel Trading	0.02336682115568163
Shanxi Taigang Stainless	US Steel	0.10218142665089788
Samsung Heavy Industries	Computer Sciences	0.024701630072474702
Everest Re Group	Phoenix Group Holdings	0.07216964508502718
Shanghai Industrial Holdings	TBEA	0.023660094016949556
Denso	IHI	0.023039819953656802
China Construction Bank	Commonwealth Bank	0.023258227695406922
Bank Muscat	Raiffeisen Bank International	0.053465517840390844
China Hongqiao Group	China Citic Bank	0.049413164007456385
CWT	Brambles	0.02424080578777579
Novartis	Pfizer	0.3731321827416324
BOK Financial	Regions Financial	0.09932633061231426
Babcock International Group	Permanent TSB Group	0.07773778320552395
Qualcomm	Altera	0.027104026808520663
Kyushu Electric Power	Tosoh	0.025524298157049107
Klepierre	Sberbank	0.02299555891841319
Datang International Power	Oceanwide Holdings	0.02357621083621829
Banco Santander	Banco Continental	0.4790006298256892
CF Industries Holdings	SK Holdings	0.16264516939557788
Commercial International Bank	Magna International	0.02247041324436228
American Financial Group	Republic Services	0.024163431971964668
Sumitomo Corp	Daito Trust Construction	0.0235256878545214
Republic Services	World Fuel Services	0.025045297152113503
Willis Group Holdings	China International Marine	0.0504415793583772
Prudential	Scor	0.02636988958232106
US Bancorp	Top Frontier Investment Holdings	0.02455460111176544
Global Logistic Properties	CIC Group	0.07728966148496913
Tohoku Electric Power	Korea Electric Power	0.7874706529639725
Asahi Group Holdings	Hanwha Corp	0.09776738567035112
Merck	Solvay	0.0766514373817573
Sandvik	Voestalpine	0.05291704584671775
Solvay	Evonik	0.1317429934552307
TonenGeneral Sekiyu	Unicharm	0.024302467566842963
Ametek	TRW Automotive Holdings	0.02355955264850341
China National Chemical	China Shipbuilding Industry	0.0826652829600651
Sumitomo Mitsui Financial	Nomura Holdings	0.07263114801038974
NKSJ Holdings	Yamato Holdings	0.32151219120607644
CNH Industrial	Mohawk Industries	0.05085151944181623
Global Logistic Properties	China Resources Land	0.05263435573045394
Technip	Statoil	0.031157020833690437
Mitsubishi Electric	Nitto Denko	0.02613360265990482
Shanghai International Port	SOHO China	0.12826723968098305
Keppel Corp	Hutchison Whampoa	0.022636364928360086
Gemdale	Siam Commercial Bank	0.02343384657919021
Chubu Electric Power	Tohoku Electric Power	0.8120477696639001
China International Marine	British American Tobacco	0.028029991394342375
Insurance Australia Group	Ambac Financial Group	0.023839681106970424
Unicharm	Sumitomo Chemical	0.0744717355796631
Oil Search	Oil & Gas Development	0.025273504741476945
SanDisk	NEC	0.02668256264684549
Everest Re Group	Hang Lung Group	0.024125775821210033
Bankinter	EDF	0.023214594612586605
Shaanxi Coal Industry	Chongqing Rural Bank	0.025630016460534855
Mazda Motor	Toyota Tsusho	0.08498831444363032
Stanley Black & Decker	Tiffany & Co.	0.02761474202438485
Everbright Securities	Founder Securities	0.026141022130724417
Chongqing Rural Bank	China Telecom	0.04808316424594097
Braskem	Copel	0.0514962964675633
ENN Energy Holdings	HCA Holdings	0.05315218501810586
Altria Group	SKF Group	0.02622403797471372
Kajima	Sumitomo Corp	0.04676050470692007
Gas Natural Fenosa	Husky Energy	0.05247468572433036
Johnson & Johnson	Time Warner Cable	0.023993683666510803
Toho Bank	Yamaguchi Financial	0.049181505878472476
Daiichi Sankyo	Eisai	0.4094046455796814
FBN Holdings	Country Garden Holdings	0.027461772556371864
McKesson	Centene	0.12198202485754744
Keppel Corp	WPG Holdings	0.048645441015588986
Inchcape	Delhaize Group	0.0238028701928651
Petronas Gas	Peabody Energy	0.05157599189120556
Lenovo Group	Sinohydro Group	0.09629590759979956
Sanofi	Regeneron Pharmaceuticals	0.10970563777584949
Femsa	Grupo Carso	0.023802828118115217
Japan Securities	Musashino Bank	0.027459280354302267
Nutreco	Rexel	0.024424330484772255
Electric Power Development	United Aircraft Corporation	0.024937130484362253
Huadian Power International	Oriental Land	0.025470941814622446
YPF	Occidental Petroleum	0.07298214981601438
Citic Securities	DVB Bank	0.024225532753748977
China Cosco Holdings	HD Supply Holdings	0.05024808620010744
Aon	Manulife Financial	0.0738831232894228
Datang International Power	Wuhan Iron & Steel	0.02396391436997251
First Citizens BancShares	SunTrust Banks	0.09499453123256926
ENN Energy Holdings	SK Holdings	0.08097654816531011
Lenovo Group	The Priceline Group	0.07618713414130864
Oil Search	Chesapeake Energy	0.026322590303315643
Centrica	Persimmon	0.04847965938659718
Centrica	Acciona	0.026479919992126434
Osaka Gas	Komatsu	0.023398974538731885
Nanto Bank	Saudi Investment Bank	0.07452229260374242
Mitsubishi Corp	Fukuoka Financial Group	0.023228841754784017
Woori Bank	China Everbright Bank	0.07506223248222556
Blom Bank	Taiwan Business Bank	0.0490981547106181
Blom Bank	Guaranty Trust Bank	0.16498102777753193
Industrial Bank	E.Sun Financial	0.026299048535734077
Allied World Assurance	CIC Group	0.052600366764646064
China Shenhua Energy	SDIC Power Holdings	0.20423580698142382
