source	target	correlation
Radian Group	Arch Capital Group	0.07584828223948359
Avago Technologies	CF Industries Holdings	0.02620405102651816
Noble Group	Principal Financial Group	0.07506470684710256
Baker Hughes	Sharp	0.1034270042206847
ConocoPhillips	Statoil	0.04749641907989504
China Construction Bank	Chiba Bank	0.07541124501808392
China Railway Group	China Merchants Bank	0.024818537969494944
Commercial International Bank	China Development Financial	0.02747820469879248
Allied World Assurance	Permanent TSB Group	0.04908238026188806
Showa Shell Sekiyu	Mitsui Engineering & Shipbuilding	0.07610999496131647
SinoPac Financial	China Power International Development	0.02505903697756457
Ericsson	Cisco Systems	0.025948848121848393
China Merchants Securities	Citic Securities	0.4068236025575315
Haitong Securities	China Vanke	0.02688086393951413
Flowserve	PPG Industries	0.02339769687669356
Luxottica Group	IOI Group	0.0495329605149816
Brightoil Petroleum	China Resources Enterprise	0.02345407214113884
Interactive Brokers Group	American Capital Agency	0.025144920340586286
Fukuoka Financial Group	Oji Holdings	0.07040037191276252
Tyco International	Wyndham Worldwide	0.02420345218909256
Hunan Valin Steel	Sumitomo Rubber	0.02311511747598023
Hitachi	Sumitomo Chemical	0.024728098904482736
Taishin Financial Holdings	Nomura Holdings	0.10564138168074055
Woori Bank	China Development Financial	0.02392338613841123
Yamaguchi Financial	Yuanta Financial Holding	0.048094973756976994
Citic Securities	China Resources Land	0.024597601075002345
Munich Re	Ageas	0.02493688827374802
AU Optronics	Infineon Technologies	0.0221353321552609
United Utilities	United Technologies	0.4150044493632627
Manulife Financial	Nomura Holdings	0.0242216362132313
Hysan Development	GS Holdings	0.024744279150143128
Aramark	Cintas	0.14005203438752195
Corporation Bank	SMC Corp	0.03764729772624373
PGE	CEZ Group	0.02408716356139949
Avis Budget Group	Simon Property Group	0.024086712376330695
Axis Bank	Saudi Investment Bank	0.050113584522703945
Interactive Brokers Group	JG Summit Holdings	0.07775779246500608
CenterPoint Energy	Alliant Energy	0.25922301149257176
Meritz Financial Group	QBE Insurance Group	0.0489452979725433
Jones Lang LaSalle Inc.	Ingram Micro	0.02721250827869359
Fujifilm Holdings	Hitachi	0.025913095706363232
China National Chemical	Inner Mongolia Baotou Steel	0.07359407776306065
Shanghai Industrial Holdings	Power Assets Holdings	0.04905270856243801
United Overseas Bank	Gunma Bank	0.1500870881225521
Samsung Card	Samsung SDS	0.28657020499113345
RMB Holdings	Gemdale	0.1727085072838595
Taisei	Nippon Steel Trading	0.024892528125193734
China Railway Group	China Development Financial	0.1510722689288415
Samsung Card	Samsung SDI	0.23279858074138088
Bidvest Group	ARM Holdings	0.02458690203523421
Everest Re Group	New China Life Insurance	0.04828154653035082
Hyundai Engineering	Penske Automotive	0.024835725944201408
Daishi Bank	Shiga Bank	0.2760747194722202
Manila Electric	Emerson Electric	0.11040169057356934
GEA Group	BG Group	0.02459733075620102
China Construction Bank	Japan Securities	0.0257865571631395
Showa Shell Sekiyu	Fuji Heavy Industries	0.09546448047039773
QBE Insurance Group	Intact Financial	0.024605583258278146
Xinhu Zhongbao	Maanshan Iron & Steel	0.02479339612645848
China Taiping Insurance	Iyo Bank	0.02363571393190065
Industrial Securities	Discover Financial Services	0.025505407747826267
Kaisa Group Holdings	Arch Capital Group	0.04728001504334142
Bank Central Asia	North Pacific Bank	0.19125444368442213
Babcock International Group	Power Assets Holdings	0.026186054658197434
City National	China National Building	0.023982618540102047
Noble Group	SVB Financial Group	0.049022008637922526
Mega Financial Holding	MMI Holdings	0.04939012469589626
E.Sun Financial	Iyo Bank	0.10397020140293173
Hanwa	Alfresa Holdings	0.05112098969084409
Genworth Financial	Financial Street Holdings	0.07544865240610224
PTT Global Chemical	China Shipbuilding Industry	0.05201388616383088
Danske Bank	Hana Financial Group	0.02383176951861129
Quest Diagnostics	TPV Technology	0.024741941289916705
Suruga Bank	Fukuoka Financial Group	0.07827392137739886
Intouch Holdings	Axis Capital Holdings	0.08333370882089791
Mitsubishi Heavy Industries	Volvo Group	0.02348142757265907
Kaisa Group Holdings	Equity Residential	0.023122490083377127
Goodman Group	AIA Group	0.05257491704779352
Industrial Securities	Fukuoka Financial Group	0.07414484339294448
Kirin Holdings	JX Holdings	0.16412904834842149
Macquarie Group	APA Group	0.023954828059943152
Land Securities Group	Huatai Securities	0.027267314272831435
CIT Group	Thanachart Capital	0.024437792020119205
American Financial Group	Imperial Tobacco Group	0.12922876161912636
China Construction Bank	Musashino Bank	0.1003706142868923
Rogers Communications	Saudi Telecom	0.025344846608284875
Denso	Fanuc	0.07394887619268925
Willis Group Holdings	RMB Holdings	0.10435214582490406
Woori Bank	Taiwan Cooperative Financial	0.024173908746792833
Mitsubishi Motors	Toyota Motor	0.3312842401230983
Praxair	Eastman Chemical	0.023916525462030082
Hitachi	Seiko Epson	0.057982473546390315
Oceanwide Holdings	Fukuoka Financial Group	0.02435108186559102
Hengan International Group	Liberty Global	0.025247357815338788
United Utilities	United Parcel Service	0.07523195847789202
Burgan Bank	Chiba Bank	0.04889361771876609
Ogaki Kyoritsu Bank	Kintetsu	0.025326710436132976
Asahi Group Holdings	KB Financial Group	0.04794989030790385
Nomos Bank	PKO Bank Polski	0.24247474550388817
Galp Energia	OMV Group	0.023989444092847857
Indian Overseas Bank	Saudi Investment Bank	0.025360008557291487
WPG Holdings	Shimao Property Holdings	0.11401818371069522
Japan Exchange Group	Recruit Holdings	0.04837788603526844
Chugoku Bank	Iyo Bank	0.21092112593238901
Essilor International	CNO Financial Group	0.024236189848749024
Hang Lung Group	KB Financial Group	0.024058222940479383
Encana	Oneok	0.046171890203663274
Oil Search	Marathon Oil	0.1570208390661875
Itochu	Korea Gas	0.024022529743667663
Power Assets Holdings	Chimera Investment	0.03166046220275226
Sumitomo Mitsui Trust	Shizuoka Bank	0.02488173615377776
Evraz Group	Sinohydro Group	0.024179107611110428
Heineken Holding	Sonova Holding	0.026797936701827278
Yara International	American International Group	0.2952784628218869
Balfour Beatty	Henderson Land	0.12302228237514819
SL Green Realty	BCV Group	0.024209715046039106
Mega Financial Holding	E.Sun Financial	0.12927519468487775
China Galaxy Securities	Swire Pacific	0.026138178099948853
Mitsubishi UFJ Lease	Sojitz	0.050682146674936694
American Financial Group	Travelers Cos	0.02398617339148958
Talanx	Wolters Kluwer	0.02802775753979809
Oleo E Gas Participacoes	Ultrapar Participacoes	0.15334565416824528
BOE Technology Group	Hammerson plc	0.024834794499192767
Ageas	Mapfre	0.07129527899501674
Everbright Securities	Shanghai Commercial & Savings Bank	0.026198679969868095
CLP Holdings	Fosun International	0.04973519563788181
Chubu Electric Power	Devon Energy	0.022915320244759438
Resona Holdings	Gemdale	0.023344441062093924
Under Armour	Newell Rubbermaid	0.024958894409963
China Merchants Property	Hopson Development Holdings	0.02495550286159477
Repsol YPF	Quinenco	0.07462467236800031
Keppel Corp	Meiji Holdings	0.02393816390099459
CF Industries Holdings	Huatai Securities	0.023467343887842284
Chiba Bank	Corporation Bank	0.07325549315058708
Aviva	Barclays	0.07693997725056848
Showa Shell Sekiyu	Alfresa Holdings	0.02548159064007739
Sumitomo Mitsui Trust	Asahi Kasei	0.048883612121386706
Power Finance	Mizuho Financial	0.02313756356814234
Hebei Iron & Steel	Mitsui Engineering & Shipbuilding	0.023670334244012745
Catlin Group	Delta Lloyd	0.02285628987753246
ICICI Bank	DVB Bank	0.09895442820407277
China Oilfield Services	China Yangtze Power	0.0262212732423084
XL Group	Goodman Group	0.05256826524324226
Imperial Tobacco Group	Nippon Steel Trading	0.02495637717123373
DTE Energy	Tohoku Electric Power	0.04761477510068563
Steinhoff International	Honeywell International	0.05294624253709866
Tyco International	XL Group	0.02600073181949611
Samsung Life Insurance	LIG Insurance	0.26064334939915923
Oceanwide Holdings	BS Financial Group	0.024080220486968756
Kirin Holdings	Belle International Holdings	0.14084089963622015
China Mobile	Beijing Xinwei Telecom Technology Group	0.02558592568169574
Chubu Electric Power	Huadian Power International	0.25988171702812496
China Construction Bank	Belle International Holdings	0.025621222394732548
Fresenius	Coloplast	0.05510045007556786
EP Energy	Offshore Oil Engineering	0.026332570280684642
Banco Continental	Grupo Mexico	0.024146245472062733
Kawasaki Kisen Kaisha	Toray Industries	0.024181346377485886
Public Service Enterprise Group	Public Storage	0.023949673678140757
KBC Group	Orient Securities	0.023775290745617652
Capital One Financial	Financial Street Holdings	0.052599206558474186
China International Marine	Compass Group	0.024559886236733112
Supervalu	CarMax	0.02390523599236623
Avago Technologies	OMRON	0.02378741326293589
Shimao Property Holdings	AIA Group	0.07592496434489793
Airgas	Lafarge	0.02174228522601939
Greentown China Holdings	Daqin Railway	0.025821944857451495
American Financial Group	Regions Financial	0.025899640445325237
China Merchants Property	China Mengniu Dairy	0.023764056204466835
Industrial Securities	PNC Financial Services	0.02519611402762606
CEZ Group	GDF SUEZ	0.023338714083754916
North Pacific Bank	DVB Bank	0.023545637494478387
Evraz Group	APA Group	0.049443736807586784
Suncor Energy	Cheniere Energy	0.07695774392353313
SOHO China	China Eastern Airlines	0.02419227259687768
Hang Lung Group	Shui On Land	0.025998517421437634
Bouygues	Rexel	0.023842507548341572
China Vanke	Guangdong Investment	0.07721139472801805
Tongling Nonferrous Metals	China Aviation Oil	0.02513449244233798
Ahli United Bank	United Rentals	0.08277506685703662
Kaisa Group Holdings	Sun Pharma Industries	0.024143031420976544
General Motors	SAIC Motor	0.04917848368975447
Everest Re Group	Interactive Brokers Group	0.0969850714032805
Zimmer Holdings	Pepco Holdings	0.05992757491067961
Chongqing Rural Bank	Sinopharm Group	0.023851196537254264
Aon	AIA Group	0.02483594490253667
Bharat Petroleum	NMDC	0.02543597195517269
Everbright Securities	Ping An Insurance Group	0.024081779441626597
First Republic Bank	Leucadia National	0.04957173746229694
Mitsubishi Heavy Industries	Asahi Glass	0.022396319788845036
First Gulf Bank	Kiyo Bank	0.15636547452528596
Mitsui OSK Lines	Mitsubishi Materials	0.0487087974844372
NKSJ Holdings	Alfresa Holdings	0.3480598099271981
Top Frontier Investment Holdings	Valiant Holding	0.02534358924891145
TD Bank Group	Arab Bank	0.0740254509551611
Wistron	Mediatek	0.20455346272648478
ALFA	Banco Bradesco	0.023603930570166725
Chubb	Catlin Group	0.10633834022062295
CNH Industrial	Lear	0.022887902075042443
Land Securities Group	China Resources Land	0.07941681655734875
Radian Group	Valiant Holding	0.05182319609396295
Joyo Bank	TMB Bank	0.15519554724704412
Toray Industries	Brother Industries	0.11075780211620737
Simon Property Group	WPG Holdings	0.023135607872662646
Bed Bath & Beyond	Chicago Bridge & Iron	0.02821907298177988
CapitaLand	Oceanwide Holdings	0.022960025108725815
Advanced Semiconductor	Skyworks Solutions Inc.	0.02459879464743998
Formosa Chemicals	Lafarge	0.023743533689167116
Keyence	Secom	0.10104772938331873
DTE Energy	Exelon	0.11897331350939634
Sembcorp Industries	Fuji Heavy Industries	0.026595986179346776
Tech Data	SK Innovation	0.02526657922097733
Alpha Bank	FIBI Holdings	0.05198844381457497
Denbury Resources	Devon Energy	0.024714581413981557
Fidelity National Information	China Communications Services	0.025243008727503635
Allied World Assurance	QBE Insurance Group	0.0717165552180556
Delphi Automotive	Textron	0.02470895112078731
Bank Mandiri	VTB Bank	0.025064243423290007
Sembcorp Industries	Asahi Group Holdings	0.023845744566114352
Huaxia Bank	Kiyo Bank	0.1818894867481981
Gansu Jiu Steel Group Hongxing Iron & Steel	Hengan International Group	0.02509697504076382
Deutsche Boerse	Belgacom	0.02548525049735616
Kirin Holdings	HCA Holdings	0.058788109465294225
Shanghai Material Trading	China Development Financial	0.02442435622532658
Joyo Bank	E.Sun Financial	0.22917663272351935
Aegon	QBE Insurance Group	0.05844528550732943
Crown Holdings	Alfresa Holdings	0.06135310457494356
Taishin Financial Holdings	Shenzhen Overseas	0.023376305077885306
Zenith Bank	National Commercial Bank	0.2562009627924408
Simon Property Group	Sinopharm Group	0.023949916479219437
Nissan Motor	Delphi Automotive	0.07432731160121345
China National Building	Midea Group Co. Ltd.	0.02564208381827955
Xerox	IBM	0.053253767793661845
SanDisk	Kyocera	0.025825169269269723
Boston Properties	Agile Property Holdings	0.02493880599916259
Erdemir	Turk Telekom	0.02614476643434201
Kaisa Group Holdings	Tata Consultancy Services	0.02731273073176516
Recruit Holdings	Lend Lease Group	0.02437277801369805
Public Bank	First Gulf Bank	0.20505747268228927
NVIDIA	Broadcom	0.058863232552012854
Fukuoka Financial Group	Liberty Global	0.023281258411877732
Mitsubishi Chemical	Mitsui & Co	0.029238922204208276
China Southern Airlines	Fosun International	0.02325243576796216
Valiant Holding	AerCap Holdings	0.024634456892058818
China Cosco Holdings	GS Holdings	0.055687888155931266
Harman International	Hermès International	0.057028341593036574
Legrand	Société Générale	0.02421659844185813
Grupo Bimbo	Banco BPI	0.023456833004959127
Kellogg	Newell Rubbermaid	0.023360232455857062
Indian Overseas Bank	UBI Banca	0.023784422213420166
Fresenius	IHI	0.024933816310654888
Aareal Bank	TMB Bank	0.028200009803583146
Mitsubishi Chemical	Hitachi	0.046928939168534085
Hindalco Industries	Daikin Industries	0.024435382270308826
Catlin Group	First Financial Holding	0.023911474132297533
Industrial Securities	China Development Financial	0.15583050289502848
Coloplast	Sampo	0.02435778609651618
DVB Bank	Chugoku Bank	0.33139583998560607
CF Industries Holdings	Infineon Technologies	0.02664889987781172
Sealed Air	Air Canada	0.07358124092773902
Vertex Pharmaceuticals	Actelion	0.10148661863771694
Banco Popolare	Banco Bradesco	0.10351477063038002
Mashreq Bank	National Australia Bank	0.0964601173662393
Kawasaki Heavy Industries	Toray Industries	0.1030218096683343
Grupa PZU	Sberbank	0.02562673714634962
Kagoshima Bank	Shanghai Commercial & Savings Bank	0.1488373073401071
LS Corp	Nippon Paper Industries	0.024027701494603492
Mashreq Bank	UBS	0.02494764838159018
Midea Group Co. Ltd.	Agile Property Holdings	0.1518857791004673
Fujifilm Holdings	Kyocera	0.02421819578014076
Sumitomo Electric	Electric Power Development	0.054234351453301625
Evraz Group	Mechel	0.23699773564041726
Eni	Anadarko Petroleum	0.07111126089806274
KT Corp	SK Holdings	0.026000736855690935
China Mengniu Dairy	China International Marine	0.023998017422110437
Anadarko Petroleum	NextEra Energy	0.024043728374383573
Sinohydro Group	HRG Group	0.02389492024157541
Commercial International Bank	Republic Services	0.023428362900342278
Legrand	Banque nationale de Belgique	0.023886384407701765
Taishin Financial Holdings	Graham Holdings	0.05764440526552765
Hiroshima Bank	Blom Bank	0.04995790032646698
Daikin Industries	ST Engineering	0.02574205930451514
Prudential	Suncorp Group	0.022908927026395028
Oleo E Gas Participacoes	Bolsas & Mercados	0.07632587622072443
Guangdong Investment	Cheng Shin Rubber Industry Co.	0.024716159863218762
Erste Group Bank	APA Group	0.05034515618692228
Eni	Terna	0.07797015433095036
Osaka Gas	IHI	0.02410061599159872
Berkshire Hathaway	Dover	0.02513503353099149
TPV Technology	Quanta Computer	0.04743885244422583
United Continental Holdings	Woori Bank	0.024149894643017374
Kobe Steel	Novolipetsk Steel	0.18755688748565838
Phoenix Group Holdings	Realty Income	0.025760275948130826
Aflac	Manulife Financial	0.027050831827170944
Hengan International Group	China Resources Land	0.13151513132982157
Industrial Securities	China Hongqiao Group	0.02489264314077042
Komatsu	Cheil Industries	0.02564932166745734
Halyk Bank	Arab Bank	0.04953703187213
Sika	Brenntag	0.04864571451080549
FBN Holdings	Virgin Money Holdings	0.08284376734742492
Morgan Stanley	Time Warner Cable	0.023619691427414515
China Power International Development	Nanto Bank	0.024939471074143696
Financial Street Holdings	Equity Residential	0.025048546344530864
Shenzhen Overseas	Yuanta Financial Holding	0.02386578758066659
Meritz Financial Group	Goodman Group	0.02446506931316376
Lear	Ametek	0.026406476098828856
National Australia Bank	Kagoshima Bank	0.12127897603764512
QEP Resources	Cimarex Energy	0.1237963072640207
Bank Muscat	Indian Overseas Bank	0.18010641069217656
Hyundai Marine & Fire	Mitsui & Co	0.07441112065404627
China Eastern Airlines	Japan Airlines	0.0486649433006143
Rostelecom	Sberbank	0.07228653803297203
Alstom	Alpiq Holding	0.023782081655306285
Shanghai Electric Group	JX Holdings	0.09922096452224893
Medtronic	Merck	0.05396782507228636
Dongfang Electric	Sino Land	0.02519383302847335
Bank Mandiri	Iyo Bank	0.024283170839450793
CorpBanca	Banco Comercial Portugues	0.07528958852056447
Interactive Brokers Group	Crown Castle International	0.02379420278043507
Israel Discount Bank	Delek Group	0.024708061578655918
Raiffeisen Bank International	Deutsche Bank	0.026424449047877368
Zenith Bank	Laurentian Bank	0.07517534020166651
Huntington Bancshares	National Commercial Bank	0.026117380805678433
Penske Automotive	O'Reilly Automotive	0.17330539883266416
Formosa Petrochemical	China Communications Construction	0.02497652434380436
CGI Group	CIT Group	0.12380882942136853
American Financial Group	Honeywell International	0.027253327912453027
Takeda Pharmaceutical	Quintiles Transnational	0.024746865183643718
Hindalco Industries	Sembcorp Industries	0.15015596727171546
Kubota	Tokyo Electron	0.024467342272129176
Michelin Group	The Priceline Group	0.0497374470133844
Metropolitan Bank & Trust	First Financial Holding	0.07437985082802118
Chongqing Changan Auto	SAIC Motor	0.2234434998130864
Posco	Hanwha Corp	0.10012014534507692
Shanghai Industrial Holdings	SJM Holdings	0.07278876840101782
China Shipbuilding Industry	Novolipetsk Steel	0.023288077076626702
Mitsui & Co	Obayashi	0.022537133919050156
Taishin Financial Holdings	HCA Holdings	0.05174480725768309
Allahabad Bank	Nanto Bank	0.0262228406534515
Isetan Mitsukoshi Holdings	Aeon	0.5103261814017661
Huatai Securities	E.Sun Financial	0.049657062650470984
Insurance Australia Group	American Financial Group	0.12333768257856007
Daito Trust Construction	Syndicate Bank	0.026277149897046135
Datang International Power	China Vanke	0.05013355666238667
Oil & Gas Development	China Resources Land	0.024239041088395124
Nomura Holdings	Hana Financial Group	0.049071873176744336
Symetra Financial	CME Group	0.024558096283080273
Phoenix Group Holdings	Brookfield Asset Management	0.023161642762196677
Everest Re Group	China Communications Services	0.04782742926296756
Mitsubishi Electric	Hanwa	0.09748889894175523
Dai Nippon Printing	Asahi Kasei	0.22791092356118928
CLP Holdings	GS Holdings	0.19305728538336608
Tencent Holdings	Oji Holdings	0.12288139695097722
Tingyi Holding	AerCap Holdings	0.02548858546609099
GF Securities	Discover Financial Services	0.0230195170496328
Anhui Conch Cement	Yuexiu Property Co.	0.07388673825499328
Tencent Holdings	Shanghai Construction	0.024677133039358132
CarMax	Hanesbrands	0.02276270867856224
Dongfang Electric	TBEA	0.15652300446887782
Rexel	Valeo	0.051795953849923033
Abu Dhabi Islamic Bank	First Gulf Bank	0.025604357863272573
Shoprite Holdings	Graham Holdings	0.09099583290057678
Steinhoff International	China Power International Development	0.027133144447938528
Aegon	Ageas	0.20657659372287795
Meritz Financial Group	Yamaguchi Financial	0.12709437550558772
LyondellBasell Industries	Nippon Paper Industries	0.07842994506099321
Japan Exchange Group	Sumitomo Mitsui Financial	0.05147848871512698
Kagoshima Bank	Qatar National Bank	0.09425224373164606
Otsuka Holding	Sumitomo Chemical	0.024090041318522642
Shanghai Pharmaceuticals	Chinese Estates	0.024009819370519114
Pentair	ABB	0.026211485533731163
Mitsubishi Electric	Mitsui Chemicals	0.024145468166502492
BMCE Bank	Shizuoka Bank	0.049089348730206435
Goldin Financial Holdings	Manulife Financial	0.07519555344893365
Kagoshima Bank	Andhra Bank	0.05358202760177355
Shanghai International Port	Citic Pacific	0.024757724701712384
Assurant	DaVita	0.023584805717911526
CNO Financial Group	Agile Property Holdings	0.025780608787945553
Alliant Energy	Talisman Energy	0.05545793997331917
Orica	AMP	0.07752866147507301
BMW Group	IOI Group	0.023558376619535346
China International Marine	Wyndham Worldwide	0.025589159628287943
Uniqa	Storebrand	0.02530712078686134
China State Construction Engineering	Recruit Holdings	0.023540748989875557
Burgan Bank	Al Rajhi Bank	0.12646674630666244
Amdocs	Thales	0.024481892726580773
ENN Energy Holdings	AGL Energy	0.025714427531153754
Starwood Property Trust	Agile Property Holdings	0.15892643031037254
Spectra Energy	Brightoil Petroleum	0.024379759396075288
OTP Bank	Burgan Bank	0.05287571135076071
IHI	JGC	0.1584630836302441
Mega Financial Holding	Virgin Money Holdings	0.07282528498712755
Huntington Bancshares	East West Bancorp	0.04821310475747656
Formosa Petrochemical	TBEA	0.04852483203890473
Commonwealth Bank	Public Bank	0.3581624935395466
Companhia Brasileira de Distribuicao	Grupo Mexico	0.02442985182428918
Arab National Bank	Guaranty Trust Bank	0.04985249845516939
Vienna Insurance Group	Hana Financial Group	0.024779825163779363
China Merchants Securities	Guangdong Investment	0.10050024555910334
GKN	EADS	0.022582337976917524
Lenovo Group	Millicom International	0.02326862175366932
Sime Darby	Pearson	0.07350039911124304
Kirin Holdings	Amcor	0.02317551230244562
Ashikaga Holdings	Showa Shell Sekiyu	0.023948475641352832
Toyota Industries	Hyundai Steel	0.023597090636778943
Axis Bank	China Merchants Bank	0.0998513300978926
Bangkok Bank	Punjab National Bank	0.02551056214475005
Givaudan	Monsanto	0.028432971184375756
Migdal Insurance	Vienna Insurance Group	0.04911225242998524
Hang Lung Group	Hertz Global Holdings	0.025243388499920593
KB Financial Group	Arch Capital Group	0.023521121198530323
DVB Bank	Qatar National Bank	0.20135531532610262
Rogers Communications	Time Warner Cable	0.023629179064417836
Capgemini	Infosys	0.10449266397189926
Chinatrust Financial	Taishin Financial Holdings	0.5928453696031161
Ametek	TransDigm Group	0.023842260225729852
General Motors	General Growth Properties	0.02551801397035472
SK Innovation	Huadian Power International	0.023911859962279916
Datang International Power	Power Finance	0.15717774246134117
China Unicom	Guangdong Electric Power	0.02560113217031516
Woolworths	Stockland Australia	0.05285042474613876
Thai Oil	Krung Thai Bank	0.15614856355322002
Intact Financial	Equity Residential	0.023892999298662218
Iberdrola	Enagas	0.2876561801319858
Simon Property Group	Hysan Development	0.050571976523349736
Lotte Shopping	Tokyo Gas	0.02393458400645888
Raiffeisen Bank International	Hiroshima Bank	0.026108810032003472
Xcel Energy	NRG Energy	0.2830372306115267
Signature Bank	National Commercial Bank	0.17796850682002735
UCO Bank	Comerica	0.048918828872048306
Hang Lung Group	International Paper	0.024680915273138256
Brilliance China Automotive Holdings	Mazda Motor	0.024738153611289438
Petronas Chemicals	Westlake Chemical	0.02500571725117732
Praxair	Jarden	0.02523070888982894
Espirito Santo Financial	Red Eléctrica	0.025217778046730803
BS Financial Group	National Commercial Bank	0.024178363834257043
SKF Group	CGI Group	0.025432184426677877
Huaxia Bank	DVB Bank	0.20928264984986494
China Hongqiao Group	Hainan Airlines	0.025002124739499497
Liberty Global	JG Summit Holdings	0.02489224779992413
SBA Communications	Telecom Italia	0.024964767846059065
Orica	ANZ	0.023832285316417116
Gjensidige Forsikring	Norsk Hydro	0.024529358223557514
British Sky Broadcasting	ProSiebenSat1 Media	0.023779206433943205
Signature Bank	Dubai Islamic Bank	0.024692909950716744
Aviva	Genworth Financial	0.02614265848833926
Industrial Securities	China Resources Land	0.025199034880161893
Electric Power Development	CGN Power	0.2853548508685303
Komatsu	Sumitomo Chemical	0.05070809122014106
JPMorgan Chase	Deutsche Post	0.13538269642069323
Toray Industries	Eastman Chemical	0.10042996983555041
United Overseas Bank	Andhra Bank	0.10640700507185714
Mylan	Ventas	0.022392520339934694
Samsung Heavy Industries	Siam Cement	0.024530779069081524
West Japan Railway	Asahi Kasei	0.02373820119970814
ICBC	E.Sun Financial	0.0468458028172518
Bank Central Asia	Prudential Financial	0.024343040189501945
Enbridge	Encana	0.1561955531811799
JX Holdings	Cheng Shin Rubber Industry Co.	0.024207845860403854
Bank Leumi	Mizrahi Tefahot Bank	0.7694741472817846
Interactive Brokers Group	Tata Consultancy Services	0.05578495658091105
Yamada Denki	Komatsu	0.023593982852805805
Sony	Nidec	0.02501743256400033
Turkcell	Garanti Bank	0.024693923754072207
Babcock International Group	Baxter International	0.08629925409208694
Volkswagen Group	X5 Retail Group	0.0243361858770924
Ningbo Port	Shenzhen Overseas	0.10534370578975251
China State Construction Engineering	China Hongqiao Group	0.023263281959201326
China Fortune Land Development	China Longyuan Power	0.049587321523950206
Oil Search	Devon Energy	0.024493238210321296
AerCap Holdings	Arch Capital Group	0.02384336866228569
Hysan Development	Hopson Development Holdings	0.1820391298944938
CF Industries Holdings	ARM Holdings	0.21351756203110145
DR Horton	Williams Cos	0.024496383748438755
FBN Holdings	Yuanta Financial Holding	0.028416507426500263
Hengan International Group	CNO Financial Group	0.07479887578404491
First Niagara Financial	E.Sun Financial	0.023874662774333134
DTE Energy	Power Finance	0.15354826473371128
Alexion Pharmaceuticals	Solvay	0.05033570458640999
Shimao Property Holdings	HRG Group	0.025737897589995277
CenterPoint Energy	FirstEnergy	0.22427682306549693
RMB Holdings	MMI Holdings	0.18075413602857102
UCO Bank	Barclays	0.030366050891953756
Weichai Power	Electric Power Development	0.2334898872113239
SK Holdings	Fuji Heavy Industries	0.02406775138617072
Toyota Industries	Mitsubishi Materials	0.12354113512326804
Citic Securities	China Fortune Land Development	0.048039558230082366
Israel Corp	SMC Corp	0.06734440146036541
American Electric	Huadian Power International	0.023721206815015914
UCO Bank	Chugoku Bank	0.12717381182486615
LKQ	Celanese	0.022769002975099765
Synovus Financial	SinoPac Financial	0.024062250874081887
China Pacific Insurance	China Shenhua Energy	0.023430736412088538
Riyad Bank	Shanghai Commercial & Savings Bank	0.04892424894554593
United Aircraft Corporation	United Overseas Bank	0.05194099216230723
American International Group	Arch Capital Group	0.026014840962732638
Far Eastern New Century	China Eastern Airlines	0.04505673861378562
Lend Lease Group	BS Financial Group	0.02479444433187056
Hengan International Group	Axis Capital Holdings	0.026131640207988454
Broadcom	STMicroelectronics	0.09798973328614015
Zimmer Holdings	Goldin Financial Holdings	0.11046295750726719
Tyco International	The Priceline Group	0.026044642857429627
KT Corp	LS Corp	0.06635466624477505
ARM Holdings	Alfresa Holdings	0.08753521454252802
AIA Group	Delek Group	0.07629652087354107
LG Corp	Israel Corp	0.061080409858105394
Attijariwafa Bank	Arab National Bank	0.2859650709257909
Wuliangye Yibin	China Mobile	0.07422479935998688
FBN Holdings	Asahi Group Holdings	0.14667982398452198
Ryanair Holdings	Qantas Airways	0.02615882676801845
HSBC Holdings	Daito Trust Construction	0.023918553084296232
Mitsubishi Electric	Kyushu Electric Power	0.1275349474855868
ENN Energy Holdings	Top Frontier Investment Holdings	0.02578411201148221
Shoprite Holdings	China Merchants Holdings	0.028287551734059176
Shinhan Financial Group	SK Hynix	0.09820641918757972
E.Sun Financial	FIBI Holdings	0.024542327687944704
China Aviation Oil	Shenzhen Overseas	0.02566857962400432
Kyushu Electric Power	Kansai Electric Power	0.8166733979429963
Goodman Group	Hana Financial Group	0.050117526285841964
Land Securities Group	Axis Capital Holdings	0.05694461428922486
CGI Group	Catlin Group	0.07469957810529053
Osaka Gas	Husky Energy	0.024916225187766684
Amorepacific	Hyosung	0.049300524276310966
Crescent Point Energy	Valero Energy	0.02452675333609928
Jacobs Engineering	Mitsui Engineering & Shipbuilding	0.057603273710640425
Kaisa Group Holdings	Pepco Holdings	0.06347863139971643
Sinopharm Group	Hopson Development Holdings	0.05010187468428497
Holcim	Norilsk Nickel	0.0235791372185063
China Resources Land	Shenzhen Overseas	0.07469533406515211
MMI Holdings	Yuanta Financial Holding	0.027582221967803737
Yamato Holdings	Hanwha Corp	0.046925940401524195
Dexia	HeidelbergCement	0.02316416755212557
BOE Technology Group	China Development Financial	0.0749757896140793
Land Securities Group	Public Bank	0.02542425604089171
Electric Power Development	Dongfang Electric	0.1276927415406146
Eni	Tenaris	0.023047864385045063
Axis Capital Holdings	Fosun International	0.02484256593954268
Asahi Group Holdings	US Steel	0.023196757930293785
Allied World Assurance	Samsung Life Insurance	0.09624620753707587
American Financial Group	Belle International Holdings	0.12871606524994408
Greentown China Holdings	CIMB Group Holdings	0.05777679924523551
