source	target	correlation
Chubu Electric Power	Chugoku Electric Power	0.743498998471025
Sumitomo Mitsui Trust	Mitsui Fudosan	0.4877677337391026
Abu Dhabi Commercial Bank	Alinma Bank	0.3308623990722623
Merck	Pfizer	0.5653374732252419
WPG Holdings	Yamato Holdings	0.22237689027276444
Abengoa	Iberdrola	0.2325220590125605
Shin Kong Financial	Chang Hwa Bank	0.4149058968649942
China Cinda Asset Management	Guangdong Investment	0.3020668769360946
Wistron	Inventec	0.6402442988890542
Shanghai Electric Group	Shanghai Industrial Holdings	0.30391972297070574
China Unicom	China CNR	0.329131176144891
Sumitomo Electric	Mitsubishi Materials	0.28177188863202735
Fubon Financial	Taiwan Cooperative Financial	0.38284581305542636
Dongfang Electric	China Longyuan Power	0.38400738463955075
Chongqing Rural Bank	China Minsheng Banking	0.20024383279176408
China Yangtze Power	China Gezhouba	0.35702448348338506
Mitsubishi UFJ Financial	Sumitomo Mitsui Financial	0.2508266456983263
Banco Occidental	Banco Santander	0.20157207762341411
Hyundai Engineering	Hyundai Mobis	0.37383608125798506
Millicom International	Edison International	0.21250050127311562
Suruga Bank	Siam Commercial Bank	0.20590218327391144
Grupo Aval	Grupo ACS	0.2986062382152837
Atlantia	Terna	0.2777756283617252
Weichai Power	Huadian Power International	0.39398730334316456
SKF Group	Electrolux Group	0.2767652559366472
Baker Hughes	Henderson Land	0.20564763175163914
Catcher Technology	BOE Technology Group	0.20548678042137078
Edison International	Weatherford International	0.3090006440161588
ICICI Bank	Indian Bank	0.4034540143101864
Axis Bank	TD Bank Group	0.20276435631961
Twitter	Facebook	0.2093984760294474
Hanwa	Nippon Steel Trading	0.20567428522409606
Schneider Electric	Korea Electric Power	0.2107149261703876
Mediatek	Inventec	0.20750936608934384
China Railway Construction	Shanghai Construction	0.22824119664364792
Shanghai International Port	Shanghai Construction	0.20368973505916035
Svenska Handelsbanken	Danske Bank	0.23123701665809598
Ashikaga Holdings	Resona Holdings	0.641560919990336
Resona Holdings	Mizuho Financial	0.41655356391770026
Iyo Bank	Taiwan Business Bank	0.3417258693955207
Chinatrust Financial	Taiwan Cooperative Financial	0.38482236172197387
Lear	Delphi Automotive	0.22377638788506996
SK Holdings	Meiji Holdings	0.23432594848091748
Israel Discount Bank	Bank Leumi	0.5008336260112062
US Steel	Wuhan Iron & Steel	0.36609716621106014
SJM Holdings	Genting	0.2581367378105218
Safran	Finmeccanica	0.21837803846166412
Huaneng Power International	Kansai Electric Power	0.21518094408971447
Deutsche Boerse	Deutsche Telekom	0.35358104756308417
Chubb	Markel	0.22306461769499725
Natixis	Credit Agricole	0.20726829279635559
Chubu Electric Power	Kyushu Electric Power	0.7927278491831113
Banco BPI	Bancolombia	0.22749337773198033
Fidelity National Financial	PNC Financial Services	0.2036540914309289
Saudi Investment Bank	Arab Bank	0.2588559900925256
Cenovus Energy	Encana	0.2654835553835829
Johnson Matthey	Mead Johnson Nutrition	0.20590435242634064
Kagoshima Bank	Musashino Bank	0.4694471436545737
Samsung SDS	LG Electronics	0.23225821473604613
Empresas CMPC	Grupo Inbursa	0.350883751366018
DTE Energy	Alliant Energy	0.40840745540646917
China International Marine	China Hongqiao Group	0.2010082865974482
Sumitomo Corp	Mitsui Fudosan	0.2288453519870312
Mitsubishi Motors	KIA Motors	0.28142437083614774
Jones Lang LaSalle Inc.	Archer Daniels Midland	0.2775994820741822
New China Life Insurance	China Life Insurance	0.6660557347101281
Fresenius	Grifols	0.26307047739037287
Brenntag	BASF	0.20221591384647497
Xcel Energy	CenterPoint Energy	0.28972576050265475
Higo Bank	Chugoku Bank	0.3363897538317112
SDIC Power Holdings	China Longyuan Power	0.3119560102465407
Sempra Energy	Southwestern Energy	0.21033155702417458
Mashreq Bank	BMCE Bank	0.30207739473385975
Joyo Bank	Gunma Bank	0.26040156708187057
American Financial Group	KB Financial Group	0.3299391388141625
China Cosco Holdings	Sunac China Holdings	0.307362096939101
China Oilfield Services	China Aviation Oil	0.25104830430672087
Nanto Bank	Iyo Bank	0.4104792297433887
Transneft	Rosneft	0.2062879663792695
National Commercial Bank	Syndicate Bank	0.27982701587716274
Allahabad Bank	Punjab National Bank	0.2144492621535978
Saudi British Bank	Saudi Investment Bank	0.3690968576789271
Astellas Pharma	Eisai	0.43770948051879116
National Commercial Bank	Punjab National Bank	0.22838845681406994
Siam Commercial Bank	TMB Bank	0.3346847839418125
SEB	Danske Bank	0.339286234578817
Grupo Carso	Grupo Televisa	0.27994785573878206
Regions Financial	Ally Financial	0.23753299937176472
Arab National Bank	Ahli United Bank	0.25587116015513156
Daiwa House Industry	Sekisui House	0.20941713495486344
Gree Electric Appliances	Suning Appliance	0.23480678310157596
Motor Oil	Offshore Oil Engineering	0.21707450114200652
Bank Leumi	FIBI Holdings	0.2808589946128471
Shiga Bank	Kiyo Bank	0.3314570819342616
NXP Semiconductors	Infineon Technologies	0.22975789582830544
Recruit Holdings	Midea Group Co. Ltd.	0.2343046939317139
Nanto Bank	Blom Bank	0.20313979533142598
Svenska Handelsbanken	Nordea Bank	0.2625676895984857
China Merchants Property	China Merchants Holdings	0.3827855485198835
Commonwealth Bank	Kiyo Bank	0.20501137364644195
Enel	A2A	0.21323802016621418
Sanlam	Remgro	0.23727158492047573
Doosan	SK Hynix	0.30011607076798125
China Coal Energy	SDIC Power Holdings	0.2515099676228039
BMCE Bank	Qatar National Bank	0.30949533621119674
Intact Financial	Ally Financial	0.2103203772540731
Israel Discount Bank	FIBI Holdings	0.2747277807501391
Micron Technology	TPV Technology	0.3585537628930888
Sempra Energy	Peabody Energy	0.25788793076148653
Chubu Electric Power	Emerson Electric	0.20603015835274996
Kawasaki Kisen Kaisha	Aisin Seiki	0.28380355666065693
Banco Comercial Portugues	Companhia Brasileira de Distribuicao	0.22627110191498453
Balfour Beatty	Baker Hughes	0.2589995986283798
BMCE Bank	Saudi Investment Bank	0.2826232733792195
Rogers Communications	China Communications Services	0.294834282849398
Chubu Electric Power	Kansai Electric Power	0.7914638797804485
Suruga Bank	Musashino Bank	0.3175375136047872
Supervalu	Kroger	0.23432626218740446
Cosmo Oil	Marathon Oil	0.32525870620749103
CNO Financial Group	Hana Financial Group	0.22760876437238595
Indian Overseas Bank	IndusInd Bank	0.3777609206352954
Samsung Life Insurance	Ping An Insurance Group	0.28461851437694446
DVB Bank	Nanto Bank	0.40369225009943643
Asustek Computer	Compal Electronics	0.23454965173072026
Chow Tai Fook Jewellery	Hong Leong Financial	0.38629972228934495
Samsung SDS	Samsung SDI	0.44072773897746054
Taylor Wimpey	Rockwell Collins	0.2516315172386535
NRG Energy	Cheniere Energy	0.2279089989541911
Exelon	FirstEnergy	0.2575080055474629
TD Bank Group	Corporation Bank	0.2822142293005534
Sanofi	Actelion	0.25567081387714263
Mercantil Servicios	Grupo Aval	0.4749668870036187
Burberry Group	Swatch Group	0.32795146123000274
Nissan Motor	Suzuki Motor	0.2793035221272468
Suzuken	Takeda Pharmaceutical	0.22394550957932652
Yamato Holdings	Alfresa Holdings	0.24262031278432722
E.ON	Fortum	0.22373405364598561
Sempra Energy	Husky Energy	0.22836188567939653
China Vanke	China CNR	0.2623074283011443
Nissan Motor	Toyota Motor	0.6139853451633159
Saudi Investment Bank	Arab National Bank	0.2869875912529594
Daito Trust Construction	Sumitomo Realty	0.203544907687414
JB Financial Group	Compass Group	0.20788739302478393
Linear Technology	Lens Technology	0.3325617519345506
RSA Insurance Group	Ping An Insurance Group	0.3162269488663667
Calpine	Sempra Energy	0.2038881993640799
Areva	Alstom	0.25553564470942775
Mitsubishi Chemical	Mitsubishi Corp	0.26239872940199643
Banco Continental	Banrisul	0.24690714171680722
Noble Energy	Peabody Energy	0.27710136173421357
Public Power	Guangdong Electric Power	0.3107926478432396
China Merchants Securities	China Merchants Bank	0.31113838427414714
Signature Bank	Guaranty Trust Bank	0.2589438773938387
Suncor Energy	Encana	0.3639292998659777
Delta Air Lines	International Airlines	0.22703870018054817
China Taiping Insurance	China Vanke	0.22623273411011346
Nissan Motor	Honda Motor	0.4722601399377137
Spectra Energy	Alliant Energy	0.3648850705980212
Kyushu Electric Power	Tokyo Electric Power	0.6750728768262619
TonenGeneral Sekiyu	Idemitsu Kosan	0.3589597675303208
Charter Communications	China Communications Services	0.20814618974992638
BMCE Bank	Arab Bank	0.30799345437282133
Joyo Bank	Musashino Bank	0.2622090417274594
China Merchants Securities	China Minsheng Banking	0.2038996579198455
Hyundai Glovis	Hyundai Mobis	0.6182186344624548
Indian Bank	Punjab National Bank	0.285871001470985
Kaisa Group Holdings	IOI Group	0.20935858582360178
All Nippon Airways	American Airlines Group	0.3119753561021255
DBS Group	HSBC Holdings	0.20264241802955824
GD Power Development	Kansai Electric Power	0.23829502490669896
Sichuan Changhong Electric	Dongfang Electric	0.20245539942828444
Toho Bank	Taiwan Business Bank	0.2333040504578112
Standard Life	Standard Chartered	0.49711482709172394
Hertz Global Holdings	Intouch Holdings	0.20500413171161025
Raiffeisen Bank International	Attijariwafa Bank	0.22564239691750296
Sunac China Holdings	Tencent Holdings	0.20473583362204104
Zain	Etisalat	0.3992467220790978
Rohm	Lanxess	0.24586709659701925
Samba Financial Group	Hana Financial Group	0.283054165087444
Kobe Steel	Wuhan Iron & Steel	0.3658096024674399
Bank Rakyat Indonesia	Bank Negara Indonesia	0.7609184006566998
Hindalco Industries	Reliance Steel	0.22414327407840687
IndusInd Bank	Andhra Bank	0.5282646433129383
BorgWarner	Autoliv	0.3314029130557965
Gazprom	Rosneft	0.41128085181528623
Voestalpine	Aurubis	0.3133260786120103
BS Financial Group	JB Financial Group	0.326639429773859
Signature Bank	First Gulf Bank	0.22618264774744332
Signature Bank	Nanto Bank	0.25110106690309425
Alliant Energy	Peabody Energy	0.23531702301656476
Industrial Bank	Chugoku Bank	0.25315480212730096
Tokyo Electric Power	Korea Electric Power	0.6740174853933538
Toshiba	Fujitsu	0.23083272678291308
Baker Hughes	Rockwell Collins	0.30735165149517546
Recruit Holdings	Kaisa Group Holdings	0.32122307275119344
Commonwealth Bank	Nanto Bank	0.30134974087733213
NextEra Energy	NRG Energy	0.4362136888103225
Actelion	Pfizer	0.2285051450168021
American Electric	Tokyo Electric Power	0.2635698606284659
Doha Bank	Saudi Investment Bank	0.30282710809172286
A2A	Atlantia	0.2579051226112912
Baker Hughes	Johnson & Johnson	0.3565097588000225
Jones Lang LaSalle Inc.	Kinder Morgan	0.20482503388456413
Joyo Bank	Chiba Bank	0.27901588196342314
Higo Bank	Musashino Bank	0.29326434908061005
Axis Bank	IndusInd Bank	0.3025170912463057
Oceanwide Holdings	NKSJ Holdings	0.21536760607138514
Noble Energy	Southwestern Energy	0.22853583875440325
Sumitomo Realty	American Realty Capital Properties	0.2054039714737212
Mashreq Bank	Qatar National Bank	0.30785067823860496
Samsung Life Insurance	China Life Insurance	0.48677065073781783
Kaisa Group Holdings	Oceanwide Holdings	0.32552257227998677
Harbin Bank	China Merchants Bank	0.5275869223446037
Electric Power Development	Tohoku Electric Power	0.4469177152978158
Gemdale	Shimao Property Holdings	0.22907726944550175
Hiroshima Bank	Musashino Bank	0.26640036668457656
AGL Energy	Origin Energy	0.42003462282685006
Talanx	Vienna Insurance Group	0.28330130979162055
Gas Natural Fenosa	Enagas	0.20359541940715692
Shanxi Taigang Stainless	Wuhan Iron & Steel	0.23142270350332075
Chubu Electric Power	Guangdong Electric Power	0.5222839132320488
China Merchants Bank	Chugoku Bank	0.22923404607661985
Qatar National Bank	Syndicate Bank	0.25551680082514916
Brilliance China Automotive Holdings	Dongfeng Motor Group	0.6120858137372994
Financial Street Holdings	First Financial Holding	0.27774602100689616
Itaú Unibanco Holding	Banco Bradesco	0.4135774109312569
Jyske Bank	Nordea Bank	0.5033145001758669
Sino Land	Oriental Land	0.33837837334151805
Hebei Iron & Steel	China Steel	0.3631187129095031
Axis Bank	DVB Bank	0.3513272469253073
Punjab National Bank	Union National Bank	0.3327236356068539
China Steel	Novolipetsk Steel	0.20328463195286844
CenterPoint Energy	Southwestern Energy	0.20730052774336497
Novatek	LukOil	0.3604940784254431
Banco De Venezuela	Banco Comercial Portugues	0.3786814531658398
EFG Eurobank Ergasias	PKO Bank Polski	0.2154182740564306
Fubon Financial	Yuanta Financial Holding	0.5880073061718669
CF Industries Holdings	MMI Holdings	0.22179657645414627
Shanghai Industrial Holdings	China Railway Group	0.22740214470285858
Axis Bank	Guaranty Trust Bank	0.21160973189310295
CNO Financial Group	Compass Group	0.20028468029305693
Burgan Bank	Blom Bank	0.29215516734417857
Kyushu Electric Power	Chugoku Electric Power	0.7670815594344019
China Power International Development	China Development Financial	0.38871776121006557
AutoZone	AutoNation	0.27837527805158524
Amcor	Orica	0.4298826956665824
General Electric	Tokyo Electric Power	0.23805226389003306
Wolseley	Persimmon	0.20498066111018448
Abertis	Ferrovial	0.42099306516152085
EMC	VMware	0.2360983404613552
Mashreq Bank	Qatar Islamic Bank	0.2779464711677466
Johnson Controls	Baker Hughes	0.27748796725527125
Harman International	American International Group	0.23665081248056874
Everbright Securities	China Minsheng Banking	0.20613045949097564
China Fortune Land Development	China Development Financial	0.41415495417285847
Bank Muscat	Riyad Bank	0.35909854607057384
Obayashi	Taisei	0.3504704594666011
Chiba Bank	Hiroshima Bank	0.23946863431900203
Sunac China Holdings	Hengan International Group	0.20162555421158737
Maanshan Iron & Steel	Angang Steel	0.2973235523294465
Toho Bank	Hiroshima Bank	0.20580593346035533
Zurich Insurance Group	Vienna Insurance Group	0.5398270770983821
United Overseas Bank	Ahli United Bank	0.39527031308572236
Daito Trust Construction	Yamato Holdings	0.22261292751843456
Everbright Securities	Changjiang Securities	0.3373896562276531
Starwood Hotels	InterContinental Hotels	0.36462995652528113
Tatneft	Rosneft	0.4127226351494557
Solvay	Lanxess	0.23549201798165656
Jyske Bank	Erste Group Bank	0.25341593515485583
Huaxia Bank	Kagoshima Bank	0.277013252750171
Hysan Development	Shimao Property Holdings	0.23345477207360654
Zenith Bank	DVB Bank	0.28155047329360566
Mashreq Bank	Attijariwafa Bank	0.22638062163394576
Eletrobrás	CPFL Energia	0.3109783955094671
Tokyo Electric Power	Chugoku Electric Power	0.7428539216960138
CorpBanca	Banco Occidental	0.20287043176534275
China Merchants Securities	China Merchants Property	0.20990951895349053
Toyota Motor	Suzuki Motor	0.34524130446576423
China Railway Group	Sinohydro Group	0.20296623837768984
ConocoPhillips	Exxon Mobil	0.2843012664289037
Burgan Bank	Alinma Bank	0.38236048250832605
American Electric	Tohoku Electric Power	0.2878654762561218
All Nippon Airways	Japan Airlines	0.2059268724799489
Indian Overseas Bank	UCO Bank	0.20696685907483076
China Merchants Securities	Guosen Securities	0.274022601353912
Novartis	GlaxoSmithKline	0.27587531877039545
China Cosco Holdings	Midea Group Co. Ltd.	0.30479039295844307
Gansu Jiu Steel Group Hongxing Iron & Steel	Angang Steel	0.39021743735846487
Ashikaga Holdings	Meiji Holdings	0.26241341514722727
Symetra Financial	Ameriprise Financial	0.3052641278611644
Banco Popolare	Unipol Gruppo	0.3270232213441645
Snam	Terna	0.36117008873900724
Shanxi Taigang Stainless	Gansu Jiu Steel Group Hongxing Iron & Steel	0.31114514305086344
Gjensidige Forsikring	Storebrand	0.35622845917772344
China Eastern Airlines	Hainan Airlines	0.46111505649308004
Land Securities Group	GF Securities	0.2545584702754373
China Power International Development	China Fortune Land Development	0.4164560287604881
FirstRand	Sanlam	0.47188687525303347
Riyad Bank	Arab Bank	0.4394269339928936
Qatar Islamic Bank	Alinma Bank	0.407604189121802
Principal Financial Group	JB Financial Group	0.28406107064030783
Spectra Energy	NextEra Energy	0.21760614051519622
MISC	Maybank	0.22234249592245783
Delphi Automotive	TRW Automotive Holdings	0.3811514234793049
Public Bank	Blom Bank	0.20440648389160906
Caesars Entertainment	Galaxy Entertainment	0.23729853618106375
Bangkok Bank	Siam Commercial Bank	0.3613150364183122
Korea Zinc	Korea Gas	0.3359652603476831
Kagoshima Bank	Siam Commercial Bank	0.2015014630832123
Taylor Wimpey	Pearson	0.2806812953458359
Babcock International Group	American Financial Group	0.28288267502075637
Jones Lang LaSalle Inc.	Rockwell Collins	0.2779066646556645
Wuhan Iron & Steel	Angang Steel	0.3172186160031444
Hunan Valin Steel	Angang Steel	0.6620896279215975
DTE Energy	NRG Energy	0.2297504760348164
Everbright Securities	Haitong Securities	0.5145586510968302
AmBank Group	CIMB Group Holdings	0.29997361214317875
Hartford Financial Services	PNC Financial Services	0.20243425489876443
DVB Bank	Kiyo Bank	0.2569711908109627
Unipol Gruppo	Cattolica Assicurazioni	0.3276868478251661
Shaanxi Coal Industry	China Shipbuilding Industry	0.2075512427674531
Olympus	Canon	0.21127860711926544
Huaxia Bank	Taiwan Business Bank	0.3860328763018147
MMI Holdings	CIMB Group Holdings	0.3194377150524742
Mitsubishi Electric	Nissan Motor	0.20131755894630013
Ashikaga Holdings	Oji Holdings	0.2423568489901018
Alinma Bank	Arab Bank	0.30348486991558704
Weichai Power	Hokkaido Electric Power	0.21313087354222568
Frontier Communications	Charter Communications	0.26114357725631027
Saudi Hollandi Bank	Riyad Bank	0.3036493870052796
Amcor	Wesfarmers	0.3335584179837396
Comcast	DISH Network	0.23384959664456165
Johnson & Johnson	Rockwell Collins	0.23007350365042528
Kasikornbank	Thanachart Capital	0.2272894608895942
Kansai Electric Power	Chugoku Electric Power	0.7926107795772688
AutoNation	CarMax	0.5103238100313207
Mizrahi Tefahot Bank	FIBI Holdings	0.2262061559602426
Evraz Group	Severstal	0.31875635072741065
American Financial Group	CNO Financial Group	0.3276531921314005
Fubon Financial	Chinatrust Financial	0.7132493467487407
International Paper	Edison International	0.3525046295005112
Meritz Financial Group	SVB Financial Group	0.20665647551972383
Lockheed Martin	Northrop Grumman	0.25693527510815095
EFG Eurobank Ergasias	Erste Group Bank	0.2516775070661125
Manpower	Adecco	0.2403703124255328
SBA Communications	Shaw Communications	0.32238761869567567
Sumitomo Mitsui Financial	Mitsui Fudosan	0.3885053521614082
Shaw Communications	China Communications Services	0.323209326885101
Weichai Power	Korea Electric Power	0.21469234320001693
Hyundai Glovis	Hyundai Steel	0.3193757687044126
Barratt Developments	Persimmon	0.28753583182948944
Hebei Iron & Steel	Wuhan Iron & Steel	0.8814547818247123
Qatar National Bank	Arab Bank	0.26109837428144156
Hebei Iron & Steel	Angang Steel	0.320430736714741
Evergrande Real Estate	Poly Real Estate	0.24142158579001385
Xcel Energy	PBF Energy	0.20821369750310972
Edison International	Baxter International	0.3482289032560966
China Merchants Securities	Changjiang Securities	0.35145871138521884
Saudi Hollandi Bank	Banque Saudi Fransi	0.4941763648047943
Arca Continental	Continental	0.537327864339855
Kotak Mahindra Bank	Andhra Bank	0.37901182614461687
UCO Bank	Union National Bank	0.22563247308869658
Abengoa	CPFL Energia	0.22113857252359914
National Commercial Bank	Siam Commercial Bank	0.3801770166876861
Swire Pacific	Citic Pacific	0.262484950523572
Latam Airlines	International Airlines	0.2531394751894608
GD Power Development	Korea Electric Power	0.2392782078677634
Société Générale	Banque nationale de Belgique	0.2795162123529466
Spectra Energy	Chesapeake Energy	0.26870310352380816
Mitsubishi Motors	Nissan Motor	0.30857842210779385
Joyo Bank	Taiwan Business Bank	0.435955094084272
NTPC	NMDC	0.2030703179333669
Kinder Morgan	Morgan Stanley	0.2549933112658525
Mediolanum	UBI Banca	0.3290648132089448
China Coal Energy	China Resources Power	0.43018860211681614
Meritz Financial Group	BS Financial Group	0.28049043501560483
Kinder Morgan	Johnson & Johnson	0.23233602612913445
Samba Financial Group	CNO Financial Group	0.25703241344161726
RMB Holdings	CLP Holdings	0.2572539905597688
Nanto Bank	Gunma Bank	0.3560633899857491
Denso	Toyota Industries	0.2248782123720542
Toho Bank	Kiyo Bank	0.3654314576045976
Recruit Holdings	Belle International Holdings	0.24643130063896143
China Cosco Holdings	China Hongqiao Group	0.2246190128047215
Hong Kong Exchanges	Chang Hwa Bank	0.43293890243487243
JFE Holdings	Oji Holdings	0.213241151476421
China Communications Services	Discovery Communications	0.2328061449897488
SEB	Svenska Handelsbanken	0.3831501436180492
Kinder Morgan	Archer Daniels Midland	0.30457562475069566
Archer Daniels Midland	Pearson	0.3009006774162963
Advanced Semiconductor	Microchip Technology	0.2586987202066793
Colruyt	Delhaize Group	0.40574524368045994
Public Power	Kyushu Electric Power	0.3829200919233806
Ameriprise Financial	Prudential Financial	0.28310836067271994
Steinhoff International	International Paper	0.2458241446549976
Alliant Energy	NRG Energy	0.33485717046202185
Mitsubishi Electric	Sumitomo Electric	0.2837984902546727
Health Net	Universal Health	0.2897041701653522
China Power International Development	Sinohydro Group	0.20861420544705647
Toyota Industries	Mitsubishi Electric	0.22780652870599455
KB Financial Group	Hana Financial Group	0.33420886956055035
Bank Muscat	Abu Dhabi Commercial Bank	0.2832574429612217
John Deere	George Weston	0.23717692210366093
Svenska Handelsbanken	Storebrand	0.33096587353040485
Huaxia Bank	China Minsheng Banking	0.407166390882099
Shizuoka Bank	Gunma Bank	0.5242925419700629
Harman International	Weatherford International	0.2908973858831288
China Coal Energy	China Gezhouba	0.2527267487851839
Mitsui & Co	McCormick & Co	0.4205953551167761
Arab National Bank	First Gulf Bank	0.3167696295795464
LyondellBasell Industries	Celanese	0.20884235814841123
Newmont Mining	Goldcorp	0.23179580975087566
Tohoku Electric Power	Dongfang Electric	0.20846860519674057
TDK	Kyocera	0.24995948199932508
SJM Holdings	IOI Group	0.20740492183029346
LG Household & Health Care	Universal Health	0.2632029127263855
Mashreq Bank	Saudi Investment Bank	0.24730679397769895
Raiffeisen Bank International	BMCE Bank	0.22382356396351513
Shinsei Bank	Woori Bank	0.3233481903896503
Attijariwafa Bank	Qatar National Bank	0.2870181508707593
China Merchants Holdings	Greentown China Holdings	0.4531082930504947
Health Net	Community Health Sys	0.26420324364516173
Citic Securities	China Everbright Bank	0.35627688642072364
Archer Daniels Midland	Henderson Land	0.20278602804493776
Toshiba	Kyocera	0.22977836228199638
Acciona	Ferrovial	0.285718075006836
Arab Banking	Dubai Islamic Bank	0.2017088099470722
Sun Life Financial	Sun Pharma Industries	0.4755772462487993
Recruit Holdings	NKSJ Holdings	0.2121367855253012
Abu Dhabi Islamic Bank	Al Rajhi Bank	0.27640063773307094
Arab National Bank	Blom Bank	0.2547599871580335
China Taiping Insurance	China Life Insurance	0.33988515232825584
Dollar Tree	Dollar General	0.21113391156448658
Indian Bank	Andhra Bank	0.5361643058451526
Henkel	Beiersdorf	0.29063103204216667
Mazda Motor	Toyota Motor	0.5167220038670124
Richemont	Swatch Group	0.2788753554946433
Huadian Power International	Korea Electric Power	0.28239463263691883
International Paper	Baxter International	0.27476936371474225
Shinhan Financial Group	KB Financial Group	0.2066534425598537
Western Union	Overseas Union Enterprises	0.2709408928017632
Brambles	Wesfarmers	0.3261741092716124
SBM Offshore	Offshore Oil Engineering	0.23455918086921684
Ford Motor	Nissan Motor	0.3873939969040598
Cosmo Oil	Neste Oil	0.21425795734071618
Asahi Group Holdings	Yamato Holdings	0.46616949809086516
Weichai Power	Chubu Electric Power	0.21212481247309437
Dongfeng Motor Group	Chongqing Changan Auto	0.48299130617240754
UCO Bank	Blom Bank	0.20635535889570256
Banco de Sabadell	Banco Bradesco	0.2775396275903017
Qatar Islamic Bank	Arab Bank	0.2296245232565312
Vornado Realty	Macerich	0.2307428097066938
Gansu Jiu Steel Group Hongxing Iron & Steel	Maanshan Iron & Steel	0.5550344029521728
AXA Group	ING Group	0.32878222274577645
Asahi Group Holdings	Fukuoka Financial Group	0.23035503301718957
Commercial International Bank	Commercial Bank For Investment & Development Of Vietnam	0.36667240176068877
Fukuoka Financial Group	Mizuho Financial	0.27790831478777495
Brookfield Asset Management	Aberdeen Asset Management	0.5111533313323662
Symetra Financial	Manulife Financial	0.20109357411604972
Haitong Securities	China Everbright Bank	0.20222478771594887
China CNR	China Hongqiao Group	0.2121682874206919
Shinhan Financial Group	Hana Financial Group	0.48352090489331284
Huadian Power International	China Longyuan Power	0.48888073011584604
Willis Group Holdings	Catlin Group	0.22527529794454806
China Merchants Bank	Taiwan Business Bank	0.40742577331952345
Higo Bank	Iyo Bank	0.28943937598512975
Abertis	Eiffage	0.3702516732646254
Harbin Bank	Huaxia Bank	0.6603303163956714
Kintetsu	Rakuten	0.25683562671475135
Mazda Motor	Suzuki Motor	0.3260169192502209
Citic Pacific	China Citic Bank	0.2577047546400768
Huntington Bancshares	Guaranty Trust Bank	0.21681078250683464
JSW Steel	Angang Steel	0.353005320883707
ICICI Bank	HDFC	0.29508012699074737
GD Power Development	Chubu Electric Power	0.236450048152975
Nomos Bank	Aareal Bank	0.25206899452812315
Guangdong Electric Power	Huadian Power International	0.44275780390404
China Merchants Securities	China Citic Bank	0.3027062096183085
Bank Muscat	Burgan Bank	0.3854652247757645
Repsol YPF	Galp Energia	0.30586556089397626
NRG Energy	Peabody Energy	0.3067512504742112
Akbank	Halkbank	0.648308736988326
Grupo Aval	Grupo Inbursa	0.4276986422505168
Huaxia Bank	China Everbright Bank	0.4832707464299688
Iyo Bank	Taiwan Cooperative Financial	0.25755176672538915
Oceanwide Holdings	Hengan International Group	0.23319577635939337
ENN Energy Holdings	China Coal Energy	0.2006407383345008
Incyte	Regeneron Pharmaceuticals	0.29820452471303643
Barrick Gold	Newmont Mining	0.3058173329789554
BMCE Bank	Piraeus Bank	0.22564818612923188
Dongfang Electric	Korea Electric Power	0.2567987782122018
Spectra Energy	Southwestern Energy	0.28555085996397456
Daiichi Sankyo	Takeda Pharmaceutical	0.3790264484364474
Sampo	Danske Bank	0.22992528936506926
Nestle	Kraft Foods	0.21848913383781998
Merck & Co	Mitsui & Co	0.3350987333502013
Kasikornbank	TMB Bank	0.23356027511035965
Weichai Power	SDIC Power Holdings	0.3406121480024112
UnitedHealth Group	Humana	0.20111619230017422
HDFC Bank	Allahabad Bank	0.4577833996528121
RMB Holdings	Tencent Holdings	0.2740455250702659
Galp Energia	CPFL Energia	0.3050434142954333
Emaar Properties	Aldar Properties	0.5827007154129796
Hyundai Engineering	Hyundai Wia	0.2360268526314526
AmBank Group	Axiata Group	0.22679281238641522
Dongfang Electric	China Yangtze Power	0.25199885750134327
JFE Holdings	Asahi Group Holdings	0.21010849092288242
UnitedHealth Group	Aetna	0.24549778326507513
Ashikaga Holdings	Nomura Holdings	0.30777799356631297
Encana	Talisman Energy	0.24899124527546845
Johnson Controls	Johnson & Johnson	0.4634560712901602
Xcel Energy	NextEra Energy	0.3408573208147179
Saudi Hollandi Bank	Dubai Islamic Bank	0.2003823753951692
Signature Bank	Blom Bank	0.27708636241792994
Union Pacific	Citic Pacific	0.220191618218725
Joyo Bank	DVB Bank	0.2889970805052378
Shizuoka Bank	Kagoshima Bank	0.49967956480346765
TD Bank Group	Standard Bank Group	0.3611457610501824
Bank Muscat	Arab Bank	0.3297832665854304
Baker Hughes	Jones Lang LaSalle Inc.	0.20740265646120787
Saudi Hollandi Bank	Saudi Investment Bank	0.6100252309848112
Grupo Carso	Grupo ACS	0.30309913591280124
Broadcom	Altera	0.2588041054328296
Bank Rakyat Indonesia	Maybank	0.23063373308507262
Sojitz	Mitsui Fudosan	0.3356178308440512
Weichai Power	CGN Power	0.3150570848125175
Fuji Heavy Industries	Nippon Steel & Sumitomo Metal	0.27831373772942664
Evergrande Real Estate	Barwa Real Estate	0.28903445672536876
Tyco International	Weatherford International	0.2606071880148787
Kyushu Electric Power	Korea Electric Power	0.7189225101363289
Mediobanca	A2A	0.3462159609331146
China National Building	China National Materials	0.41258970001016493
IndusInd Bank	Canara Bank	0.5982885056153004
Shizuoka Bank	Chugoku Bank	0.6471207750701489
WPG Holdings	Belle International Holdings	0.20047664320882155
Weichai Power	Dongfang Electric	0.2553740702584144
Empresas CMPC	Grupo Elektra	0.20093132263064248
