source	target	correlation
Metcash	Woolworths	0.26614875240571706
China Hongqiao Group	Shanghai Construction	0.2101873360011067
Olam International	American International Group	0.2871658597431219
Principal Financial Group	Ally Financial	0.206297896373724
Ramsay Health Care	Universal Health	0.2913013154545948
Nanto Bank	Taiwan Business Bank	0.36030120609700356
NTPC	GAIL India	0.3360830418962715
Saudi British Bank	Saudi Arabian Mining	0.27680372317771024
Harbin Bank	China Minsheng Banking	0.4083521270968414
UCO Bank	Nanto Bank	0.22702753073033546
Renesas Electronics	NXP Semiconductors	0.23733463731628815
JX Holdings	Tencent Holdings	0.26452896001738213
Attijariwafa Bank	Alinma Bank	0.3797587275615161
Indian Bank	IndusInd Bank	0.45521921973248686
Ambac Financial Group	Genworth Financial	0.2008085295047979
SJM Holdings	CIMB Group Holdings	0.29655588863583177
RMB Holdings	JX Holdings	0.27299298162617214
Tatneft	Alrosa	0.22542540533339003
JX Holdings	NKSJ Holdings	0.24092704895499475
China Aviation Oil	Brightoil Petroleum	0.25391863859807157
Genworth Financial	Manulife Financial	0.2502514510654745
G4S	Securitas	0.3764163177463078
E.ON	RWE Group	0.3239040355889367
Sempra Energy	Cheniere Energy	0.23049932927983044
China Galaxy Securities	Huatai Securities	0.25523918676156826
Commercial International Bank	Qatar National Bank	0.23082708331468177
Capital One Financial	Arch Capital Group	0.3111971712075067
SJM Holdings	Shimao Property Holdings	0.2595495027329545
Burgan Bank	National Commercial Bank	0.20388354151984556
Burgan Bank	Syndicate Bank	0.231239696950443
Toho Bank	Musashino Bank	0.3661810815714894
Mitsui Fudosan	Tokyu Fudosan	0.35419924871925507
East Japan Railway	Far Eastern New Century	0.20239103350001605
Hengan International Group	Midea Group Co. Ltd.	0.2554977752518517
Wynn Resorts	Host Hotels & Resorts	0.22823321432498475
Anhui Conch Cement	Jiangxi Copper	0.20803407132117638
Shanghai Commercial & Savings Bank	Siam Commercial Bank	0.4796244943083554
Commercial International Bank	TD Bank Group	0.22779768709394152
Magna International	Baxter International	0.2187707810642627
Zenith Bank	Public Bank	0.2302559498544129
Daishi Bank	Iyo Bank	0.2879700390184199
Oceanwide Holdings	Yamato Holdings	0.2924441961920115
Chinatrust Financial	Yuanta Financial Holding	0.6098833309027104
Bank Mandiri	Bank Rakyat Indonesia	0.5393448085616337
Doha Bank	Burgan Bank	0.32938964751944144
GD Power Development	Datang International Power	0.30924380415903563
Shanxi Taigang Stainless	Hunan Valin Steel	0.5827858441410202
Sumitomo Corp	Itochu	0.33548924184573237
Sanofi	Pfizer	0.2926064182484536
Bank Muscat	BMCE Bank	0.33409876436743996
Baker Hughes	Taylor Wimpey	0.2796790163380856
LG Corp	Samsung Electronics	0.28314801414455515
Merck & Co	McCormick & Co	0.39217749715346945
China Everbright Bank	Taiwan Business Bank	0.22902395658736044
Health Care REIT	Community Health Sys	0.25164786631767294
Doha Bank	National Commercial Bank	0.22683189075410612
Panasonic	TDK	0.21836402711771208
China Merchants Holdings	RMB Holdings	0.2559563330880169
Axis Bank	Higo Bank	0.2599862272437776
Kobe Steel	Baoshan Iron & Steel	0.4208342103334677
Astellas Pharma	Valeant Pharmaceuticals	0.2772132850301128
Rockwell Collins	Williams Cos	0.22283450591480644
FirstRand	Investec	0.23954813195080657
LG Corp	LG Chem	0.2936201069836946
Ally Financial	PNC Financial Services	0.23469876641030904
Ford Motor	Suzuki Motor	0.21486401710755115
KB Financial Group	CNO Financial Group	0.38380566635133334
Saudi Hollandi Bank	Arab Banking	0.2006602492518322
Indian Oil	Bharat Petroleum	0.2908170442055656
Teliasonera	Swisscom	0.2304702731018148
Kansai Electric Power	Tohoku Electric Power	0.8622270180860881
Tingyi Holding	Yuanta Financial Holding	0.21286699810864299
Public Power	Chubu Electric Power	0.41535531248239704
US Steel	Angang Steel	0.28942505013004005
Tyco International	Edison International	0.26703627589724604
Hammerson plc	Segro	0.4631487781240912
National Commercial Bank	Chugoku Bank	0.2002323047655101
China Merchants Securities	Citic Securities	0.4068236025575315
Hyundai Motor	Toyota Motor	0.34102342950328446
Sumitomo Mitsui Trust	Sumitomo Mitsui Financial	0.712984033600676
Hiroshima Bank	Chugoku Bank	0.3347008995482749
Nanto Bank	United Overseas Bank	0.22609487920645205
American Electric	General Electric	0.27643443983578386
Huaneng Power International	Power Assets Holdings	0.209783816638939
Mitsubishi Motors	Suzuki Motor	0.23314035044884562
Suruga Bank	Gunma Bank	0.31316518235741425
Ambac Financial Group	Radian Group	0.22684651355181565
Public Power	Korea Electric Power	0.41638998642309255
American Electric	Hokkaido Electric Power	0.2396374435716898
UBI Banca	Mediobanca	0.30658051414973936
NetApp	EMC	0.4427734512166222
Zenith Bank	TD Bank Group	0.23424574345175583
Meritz Financial Group	Principal Financial Group	0.2517238591250489
NKSJ Holdings	Fukuoka Financial Group	0.2802807540021852
National Australia Bank	Arab National Bank	0.2383017234481647
United Utilities	United Technologies	0.4150044493632627
The Priceline Group	Expedia	0.2011131792153224
First Gulf Bank	Arab Bank	0.2317698065977576
Indian Overseas Bank	Andhra Bank	0.3826729699276275
Tohoku Electric Power	Huadian Power International	0.2585729058065593
CenterPoint Energy	Alliant Energy	0.25922301149257176
Samsung Card	Samsung SDS	0.28657020499113345
Uniqa	Vienna Insurance Group	0.2939547106960585
Industrial Bank	Guaranty Trust Bank	0.21485373560913987
Brilliance China Automotive Holdings	Chongqing Changan Auto	0.42987194450808913
Alexion Pharmaceuticals	Valeant Pharmaceuticals	0.4307891043166365
Samsung Card	Samsung SDI	0.23279858074138088
Daishi Bank	Shiga Bank	0.2760747194722202
Mitsubishi Chemical	Mitsui Chemicals	0.23158361583242135
Mashreq Bank	Arab Bank	0.2270478687061256
Woodside Petroleum	Occidental Petroleum	0.3978638288567568
Commonwealth Bank	United Overseas Bank	0.23089497549347335
Sumitomo Mitsui Trust	Marubeni	0.49617390586123916
Joyo Bank	Chugoku Bank	0.3352008664166083
Babcock International Group	Compass Group	0.21073847537306234
United Overseas Bank	National Commercial Bank	0.23215089405749426
Samsung Life Insurance	Dongbu Insurance	0.40102386667583356
Indian Overseas Bank	IDBI Bank	0.30111213978719303
Halkbank	Garanti Bank	0.5913208976655324
China Cosco Holdings	Oceanwide Holdings	0.26763052255598613
Inotera Memories	Nanya Technology	0.2758591515856774
Shanghai Industrial Holdings	Hengan International Group	0.20565009735353718
Mitsubishi Motors	Toyota Motor	0.3312842401230983
Klepierre	Deutsche Annington Immobilien	0.25112009132746127
Ally Financial	First Financial Holding	0.23597512539692467
Nomos Bank	PKO Bank Polski	0.24247474550388817
Kaisa Group Holdings	Agile Property Holdings	0.21444744382155212
SBA Communications	Frontier Communications	0.30756665262479854
Chugoku Bank	Iyo Bank	0.21092112593238901
Kajima	Mitsui Fudosan	0.24106157785110421
Signature Bank	Kiyo Bank	0.2764292027363161
Chimera Investment	American Equity Investment	0.2263823526385694
Shizuoka Bank	Hiroshima Bank	0.3149242856403999
Comcast	Directv	0.20739420280735793
Hunan Valin Steel	Hebei Iron & Steel	0.2851777910045704
Yara International	American International Group	0.2952784628218869
Morgan Stanley	Travis Perkins	0.20543824310295775
American Financial Group	Principal Financial Group	0.22706488729078872
Banco Popolare	Intesa Sanpaolo	0.3586131717163549
Joyo Bank	Huaxia Bank	0.35974578181945527
Schneider Electric	General Electric	0.27452429601619255
GD Power Development	Guangdong Electric Power	0.23744450079084045
Chubb	PartnerRe	0.22800178114038325
Kotak Mahindra Bank	Canara Bank	0.39586980255525717
Electric Power Development	Chugoku Electric Power	0.472170966014015
LIG Insurance	QBE Insurance Group	0.20450748739832025
Credicorp	Banco Davivienda	0.28669863190847333
Banco BPI	Banrisul	0.20468882203909988
Bank Muscat	Doha Bank	0.4001668219999993
Meritz Financial Group	Hana Financial Group	0.4858005585072803
Shanghai Pudong Development	Shanghai Construction	0.23510030314816255
China Unicom	China Yangtze Power	0.20296824626907098
Riyad Bank	Qatar Islamic Bank	0.2731103407624481
Oceanwide Holdings	Belle International Holdings	0.27362951044328837
Suruga Bank	Higo Bank	0.2859122232659351
Delta Electronics	Delta Air Lines	0.21176593769159485
BMW Group	Volvo Group	0.20222033408398024
Power Finance	CGN Power	0.25466814550775707
Samsung Life Insurance	LIG Insurance	0.26064334939915923
CorpBanca	Banco BPI	0.250338760840758
Showa Shell Sekiyu	TonenGeneral Sekiyu	0.7142786125824149
Chubu Electric Power	Huadian Power International	0.25988171702812496
Zenith Bank	Commonwealth Bank	0.22450446340238336
Hong Kong Exchanges	Chow Tai Fook Jewellery	0.279187256421118
Industrial Bank	Shanghai Commercial & Savings Bank	0.25132974785525924
Biogen Idec	Actelion	0.30848866936268976
Huaneng Power International	Tohoku Electric Power	0.21188292669009692
Krung Thai Bank	Siam Commercial Bank	0.20263069880030424
Cemig	Copel	0.4689359968289882
Mashreq Bank	Abu Dhabi Commercial Bank	0.2518115556396751
Kansai Electric Power	Dongfang Electric	0.21122580776677535
Tyco International	Millicom International	0.206951636488561
CLP Holdings	Oceanwide Holdings	0.37526873210353784
NKSJ Holdings	Alfresa Holdings	0.3480598099271981
Wistron	Mediatek	0.20455346272648478
RMB Holdings	Alfresa Holdings	0.2175803103558975
Axis Bank	Zenith Bank	0.27998247396875964
Chubu Electric Power	CGN Power	0.3381229132089799
JX Holdings	Midea Group Co. Ltd.	0.23805964184621287
Sinopharm Group	Sinohydro Group	0.2018268533344389
EOG Resources	Cimarex Energy	0.30316384025207355
JX Holdings	SK Holdings	0.26533162917005404
Fukuoka Financial Group	Hana Financial Group	0.36620371372270333
Kansai Electric Power	Hokkaido Electric Power	0.7674602053694215
Joyo Bank	E.Sun Financial	0.22917663272351935
Aeon	Tokyu	0.3214473078946043
GF Securities	Orient Securities	0.21247610604233833
CLP Holdings	WPG Holdings	0.3554663763959887
British Land	British American Tobacco	0.25527815468357284
Daishi Bank	DVB Bank	0.2041798510438981
Zenith Bank	National Commercial Bank	0.2562009627924408
Tata Motors	Bajaj Auto	0.32902306602604503
ICICI Bank	IDBI Bank	0.6925902411792078
Hyundai Motor	SAIC Motor	0.2629523623352642
Mitsubishi UFJ Lease	Mizuho Financial	0.2900987227184423
Repsol YPF	Enagas	0.21158205355325047
Public Bank	First Gulf Bank	0.20505747268228927
Anadarko Petroleum	Valero Energy	0.2559261575266243
United Utilities	United Rentals	0.3859299736259185
Orica	Wesfarmers	0.20880247270341898
China Construction Bank	China Everbright Bank	0.32525575818049296
Archer Daniels Midland	Reynolds American	0.20199487980180053
Swedbank	Danske Bank	0.26666520267453925
Indian Bank	Canara Bank	0.5128803148093571
Rockwell Collins	Reynolds American	0.3027147951193746
Interpublic Group	Omnicom Group	0.6400741655056921
Lotte Chemical	Sumitomo Chemical	0.28640840685114827
Citic Securities	China Citic Bank	0.40837231016223546
Punjab National Bank	Andhra Bank	0.23912172331336018
Accor	InterContinental Hotels	0.20733852400943084
Standard Life	Standard Bank Group	0.20494684882690495
China Cosco Holdings	CLP Holdings	0.21633727517580462
Industrial Bank	Shizuoka Bank	0.20076556160134343
Kagoshima Bank	Nanto Bank	0.4330479278493279
DVB Bank	Chugoku Bank	0.33139583998560607
SSE	E.ON	0.2079558497862845
Woori Bank	Aozora Bank	0.2698073484576103
YPF	Petrobras	0.30810170029916156
Quinenco	Falabella	0.20796492313806628
China Merchants Holdings	Tingyi Holding	0.20269481405334236
Hunan Valin Steel	Baoshan Iron & Steel	0.2603822929722935
Ashikaga Holdings	Asahi Group Holdings	0.2843078426767479
Evraz Group	Mechel	0.23699773564041726
Harbin Bank	Shanghai Commercial & Savings Bank	0.22722629733672534
Eastman Chemical	Sekisui Chemical	0.2584355477729793
Attijariwafa Bank	Saudi Investment Bank	0.25462256462950883
Shinsei Bank	Resona Holdings	0.2590623365705071
Sunac China Holdings	Oceanwide Holdings	0.2040877002801951
Fosun International	China Development Financial	0.23032137016471355
US Bancorp	Zions Bancorp	0.21235864649993308
Bank Muscat	Qatar National Bank	0.3908959199437405
North Pacific Bank	Citic Pacific	0.21618705144198955
Maanshan Iron & Steel	Wuhan Iron & Steel	0.7582825742655069
Abu Dhabi Islamic Bank	Abu Dhabi Commercial Bank	0.30440534785619383
Jyske Bank	Danske Bank	0.564610465213955
Compal Electronics	Quanta Computer	0.28139092144573896
Amgen	Novartis	0.25817723173507845
SK Holdings	CIMB Group Holdings	0.41094170846059036
Banque Saudi Fransi	Saudi Investment Bank	0.3340285666650195
Nordea Bank	Swedbank	0.4883386440052812
Chiba Bank	Toho Bank	0.4140521789992412
OTP Bank	Erste Group Bank	0.38273201760943515
Everbright Securities	China Citic Bank	0.32834875303521704
Taiwan Business Bank	Yuanta Financial Holding	0.25520951183544
Huaxia Bank	ICBC	0.30135459761108396
Orix	Kintetsu	0.41970733049930553
Capital One Financial	Axis Capital Holdings	0.2597170142802117
China Taiping Insurance	China Hongqiao Group	0.2287751312455721
Crown Holdings	Crown Castle International	0.49514989199216897
Resona Holdings	Nomura Holdings	0.23032627756828877
Mitsubishi UFJ Lease	Mitsubishi UFJ Financial	0.5716694594836288
Chongqing Changan Auto	SAIC Motor	0.2234434998130864
McCormick & Co	Tiffany & Co.	0.4108538284847232
China Unicom	China Telecom	0.33919092607190426
National Australia Bank	Westpac Banking Group	0.22835303709957028
Saudi Hollandi Bank	Qatar Islamic Bank	0.2516429691485081
Banco de Sabadell	Banco Santander	0.4057073201372249
RMB Holdings	Yamato Holdings	0.22190001679719928
Isetan Mitsukoshi Holdings	Aeon	0.5103261814017661
Lafarge	Holcim	0.41620982513317
Harbin Bank	China Citic Bank	0.40501277314159073
American International Group	Belle International Holdings	0.21148934885470427
Harbin Bank	ICBC	0.22837131518097756
Dai Nippon Printing	Asahi Kasei	0.22791092356118928
Zenith Bank	Higo Bank	0.2292533615711741
Cardinal Health	Community Health Sys	0.2891482496704056
Banco Occidental	Bancolombia	0.20156902561425405
China International Marine	China Development Financial	0.22766155525987564
Joyo Bank	Shizuoka Bank	0.258992593490423
Dalian Wanda Commercial Properties	Shanghai Commercial & Savings Bank	0.40534094584691494
Huaxia Bank	E.Sun Financial	0.2018919337682165
Umicore	Evonik	0.2911439314879529
Aegon	Ageas	0.20657659372287795
Chiba Bank	Shizuoka Bank	0.6701404502696956
Unipol Gruppo	Mediolanum	0.3630054488125375
Hyundai Engineering	Hyundai Steel	0.23566361848614267
Axis Bank	Burgan Bank	0.2081021025789467
Bankia	CaixaBank	0.3001807410776206
China State Construction Engineering	China Railway Construction	0.3887288747724686
Pentair	Ecolab	0.2330448581833179
Sumitomo Mitsui Financial	Marubeni	0.4191919548188613
Advanced Semiconductor	Micron Technology	0.3250438541512784
Tohoku Electric Power	Hokkaido Electric Power	0.8141035530083566
Huaxia Bank	Chugoku Bank	0.20766777054823957
Kyushu Electric Power	CGN Power	0.3359526337226469
Commonwealth Bank	Public Bank	0.3581624935395466
Capgemini	Accenture	0.29638809313056413
Shizuoka Bank	Musashino Bank	0.5301821882169335
Mercantil Servicios	Credito Emiliano	0.2049075663533408
Fuji Heavy Industries	Mitsubishi Heavy Industries	0.43001207042899875
LG Chem	Samsung Electronics	0.2606742844842891
Hyundai Motor	Honda Motor	0.3490984242413924
China Life Insurance	Ping An Insurance Group	0.27981449797366326
China Power International Development	China Communications Construction	0.22855117202864828
Japan Exchange Group	Fukuoka Financial Group	0.33297802391685116
Blom Bank	Arab Bank	0.22735771123987306
DVB Bank	Qatar National Bank	0.20135531532610262
Ambac Financial Group	CNO Financial Group	0.2791302307165012
Isbank	Akbank	0.6703199214918377
Harris	Johnson Controls	0.26177731472993354
Chinatrust Financial	Taishin Financial Holdings	0.5928453696031161
Kyushu Electric Power	Hokkaido Electric Power	0.838526097753625
Repsol YPF	YPF	0.6676782383178625
Huaneng Power International	China Resources Power	0.589604482062852
Henkel	BASF	0.26284320001314077
Zenith Bank	First Gulf Bank	0.20507037736452485
Woolworths	Wesfarmers	0.21046135322843992
Iberdrola	Enagas	0.2876561801319858
China Galaxy Securities	China Merchants Securities	0.22734258894030074
Huaxia Bank	Iyo Bank	0.30987447289214753
Xcel Energy	NRG Energy	0.2830372306115267
Guangdong Electric Power	Hokkaido Electric Power	0.498765593795982
Ventas	HCP	0.39251874628648303
Schneider Electric	Tokyo Electric Power	0.23214797272937343
Huaxia Bank	DVB Bank	0.20928264984986494
China Unicom	Sichuan Changhong Electric	0.2030568333508621
Regions Financial	First Financial Holding	0.2553000643275562
Magnit	X5 Retail Group	0.2627821923012949
Ecopetrol	YPF	0.43857991787402156
China Pacific Insurance	Swire Pacific	0.2341309364943252
Electric Power Development	CGN Power	0.2853548508685303
Axis Bank	Corporation Bank	0.22710244587258727
Chubu Electric Power	Hokkaido Electric Power	0.7214132175344834
PBF Energy	Valero Energy	0.33167438150356565
RR Donnelley & Sons	Pirelli & C	0.36166960697788253
Sanofi	GlaxoSmithKline	0.2193289882856425
DVB Bank	Musashino Bank	0.2555167697366673
Bank Leumi	Mizrahi Tefahot Bank	0.7694741472817846
American International Group	Millicom International	0.20863207518119917
CorpBanca	Credicorp	0.31021090991535255
Zenith Bank	Industrial Bank	0.3115861705794856
HDFC Bank	IDBI Bank	0.6440218406289511
WPP	Dentsu	0.2503622541420563
Bank Muscat	IndusInd Bank	0.2027922773939665
Catcher Technology	Lens Technology	0.2837068952639898
Harris	Kinder Morgan	0.3273104567291904
National Australia Bank	DVB Bank	0.22407541013473986
Doha Bank	Blom Bank	0.2036322941020779
Kimco Realty	Macerich	0.25403049215712614
CF Industries Holdings	ARM Holdings	0.21351756203110145
UBS	Deutsche Post	0.22140512476177338
Belgacom	Swisscom	0.5865831449591274
Shanghai International Port	Ningbo Port	0.3348999905224012
Astellas Pharma	Vertex Pharmaceuticals	0.282137092701073
Nordea Bank	Storebrand	0.2370620824590908
All Nippon Airways	International Airlines	0.20461040725728044
CenterPoint Energy	FirstEnergy	0.22427682306549693
Brilliance China Automotive Holdings	SAIC Motor	0.3013708241092085
Gansu Jiu Steel Group Hongxing Iron & Steel	Baoshan Iron & Steel	0.47781788559475563
Huaneng Power International	China Coal Energy	0.37594463263357786
Weichai Power	Electric Power Development	0.2334898872113239
Toyota Industries	Toyota Motor	0.3678973010885734
Alpha Bank	Kiyo Bank	0.22790486215585526
UBS	JPMorgan Chase	0.2454297468560239
Metropolitan Bank & Trust	Guaranty Trust Bank	0.3366725661127696
CenterPoint Energy	PPL	0.21772476335782473
Chiba Bank	Chugoku Bank	0.5404429559099334
Health Care REIT	Universal Health	0.2193371148572191
Chubu Electric Power	Power Finance	0.3131778258812498
Indian Overseas Bank	Canara Bank	0.38444963240254937
Biogen Idec	Pfizer	0.2362084207441688
Fresenius	DaVita	0.230358875627154
Babcock International Group	KB Financial Group	0.21333057199663757
Attijariwafa Bank	Arab National Bank	0.2859650709257909
Sumitomo Mitsui Financial	Mizuho Financial	0.20238874674604182
Inventec	Innolux	0.28052746340283347
Guangdong Electric Power	Kyushu Electric Power	0.5469981687924554
Ping An Insurance Group	Vienna Insurance Group	0.25461085614058315
Kyushu Electric Power	Kansai Electric Power	0.8166733979429963
Attijariwafa Bank	Burgan Bank	0.2888393480167128
Hankyu Hanshin Holdings	Rakuten	0.23552789909164526
Sumitomo Corp	Sumitomo Electric	0.2982035228483996
GF Securities	NH Investment & Securities	0.28500284009033083
Guangdong Electric Power	Dongfang Electric	0.43756987233457123
MMI Holdings	ARM Holdings	0.2469233727692888
Shin Kong Financial	Hong Leong Financial	0.31586916816152244
Alinma Bank	Siam Commercial Bank	0.20447125146735431
Daishi Bank	Higo Bank	0.23637300739531528
Shanghai Industrial Holdings	Midea Group Co. Ltd.	0.29708264159808906
BioMarin Pharmaceutical	Valeant Pharmaceuticals	0.25156072195329343
Harbin Bank	Fubon Financial	0.3208624888404344
Harman International	Tyco International	0.264423509592836
Resona Holdings	Asahi Group Holdings	0.2085184460595146
Sun Life Financial	Sun Art Retail Group	0.2820639078742571
Suruga Bank	Nanto Bank	0.3872387610033912
Alpha Bank	Syndicate Bank	0.20223322866132096
Kyushu Electric Power	Dongfang Electric	0.2086995451575022
EOG Resources	Concho Resources	0.2019641041072882
Tokyo Electric Power	CGN Power	0.21409222491501262
Murata Manufacturing	NSK	0.25012774631092916
Assurant	Torchmark	0.3243679184254037
Guangzhou Automobile Group Co. Ltd.	Fosun International	0.20218827794044159
Haitong Securities	Huatai Securities	0.5618436737703727
Novolipetsk Steel	ArcelorMittal	0.20915607839197772
Maanshan Iron & Steel	Nippon Steel & Sumitomo Metal	0.21570957664911705
Towngas	China Shenhua Energy	0.23616866938983108
RMB Holdings	Meiji Holdings	0.2749994032067764
Severstal	ArcelorMittal	0.2712118290421115
China Power International Development	Huadian Power International	0.3280782760527373
Huadian Power International	Hokkaido Electric Power	0.2374092035765551
Bendigo & Adelaide Bank	Stockland Australia	0.3058901831110025
Isetan Mitsukoshi Holdings	Lotte Shopping	0.22419853886637872
Ameren	FirstEnergy	0.2579489929641344
Yamada Denki	Shimizu	0.3264043529963528
Teva Pharmaceutical Inds	Lupin	0.36103570553632014
Joyo Bank	Industrial Bank	0.2812691323558566
Avago Technologies	Agilent Technologies	0.380784422442586
Higo Bank	DVB Bank	0.2836280173432677
Tohoku Electric Power	Power Finance	0.26372590352064446
Royal Ahold	Royal Dutch Shell	0.25963442910725865
Metcash	Wesfarmers	0.3345095770889535
AstraZeneca	Astellas Pharma	0.20864589693303406
Commercial International Bank	Doha Bank	0.20051628284898068
Suruga Bank	Chiba Bank	0.3874623583657296
Huaneng Power International	CGN Power	0.2633323984557058
China Construction Bank	China Merchants Bank	0.3772665190373747
Axis Capital Holdings	Arch Capital Group	0.41046831335077516
Meritz Financial Group	Fukuoka Financial Group	0.3592135519750625
Rostelecom	VimpelCom	0.42914322091768164
Samsung Heavy Industries	Hyundai Heavy Industries	0.2828521850912884
LIG Insurance	Migdal Insurance	0.20945619415722472
Chevron	Occidental Petroleum	0.3578456509237644
Philip Morris International	Charles Schwab	0.405650991982877
Harman International	Baxter International	0.3449698259388277
Indian Bank	IDBI Bank	0.4045627085250526
Joyo Bank	Nanto Bank	0.463346684113778
Porsche Automobil Holding	BMW Group	0.20373986652473966
Delta Electronics	Delta Lloyd	0.5404239910465005
Datang International Power	Tohoku Electric Power	0.21359516509090729
CEZ Group	RWE Group	0.27349429883450566
Asahi Group Holdings	Belle International Holdings	0.29231004289898904
Bank Muscat	Qatar Islamic Bank	0.20013321855787375
Zenith Bank	UCO Bank	0.20385737339842294
Chubu Electric Power	Sumitomo Electric	0.2345520416163427
SJM Holdings	Yamato Holdings	0.21426651897816826
Commonwealth Bank	National Commercial Bank	0.32897796295798165
Sunac China Holdings	RMB Holdings	0.25242008300358626
Entergy	SCANA	0.20054642799785424
Arab National Bank	Union National Bank	0.20861227391055845
China Steel	Wuhan Iron & Steel	0.3604369233304681
AmTrust Financial Services	Genworth Financial	0.20497705390459386
Kyushu Electric Power	Power Finance	0.2378038776777617
Doosan	Hyosung	0.24806609988755562
Axis Bank	Allahabad Bank	0.20628734848326005
Hyundai Motor	Mazda Motor	0.3453024588898145
Samba Financial Group	Fukuoka Financial Group	0.23842348277203518
Shaw Communications	Discovery Communications	0.2916324976618686
Guangdong Electric Power	Kansai Electric Power	0.5468149555764377
American Electric	Schneider Electric	0.251229039442759
Toho Bank	Nanto Bank	0.43487632597687903
China International Marine	China Power International Development	0.20622017834509357
E.Sun Financial	Taiwan Cooperative Financial	0.3419300696506272
VTB Bank	Sberbank	0.4578896060192397
Saudi Arabian Fertilizers	Saudi Electricity	0.3135110399980721
Old Republic International	First Republic Bank	0.27463003188557905
Banco de Sabadell	Banco Occidental	0.2001210907717921
Alfresa Holdings	Nomura Holdings	0.20861152786921972
AXA Group	Scor	0.20614919325309933
Commercial International Bank	National Commercial Bank	0.5677122668809785
Hyundai Glovis	Hyundai Wia	0.3088579265702183
Visa	MasterCard	0.606314944950138
Baker Hughes	Archer Daniels Midland	0.32617546110384643
General Electric	Korea Electric Power	0.24237152839601167
Dubai Islamic Bank	Alinma Bank	0.30949522238589927
Hyundai Motor	Isuzu Motors	0.2334163937853642
UCO Bank	Qatar National Bank	0.20166833532447234
TransCanada	Enbridge	0.2301833857655373
Time Warner	Time Warner Cable	0.371857307748969
Swedbank	Sampo	0.5195796658080938
Qingdao Haier	China Mobile	0.20196665233073685
Raiffeisen Bank International	Aareal Bank	0.3034392254002062
American Financial Group	JB Financial Group	0.22356707589561356
Hyundai Steel	Hyosung	0.2823090179115373
KT Corp	Hanwha Corp	0.3134960424073771
OTP Bank	Danske Bank	0.20039471969006456
Sealed Air	Delta Air Lines	0.2568408088410167
Cathay Financial	E.Sun Financial	0.4361508036877812
Chinatrust Financial	Cathay Financial	0.5649659855426645
Mizuho Financial	Nomura Holdings	0.20022064890941726
Meritz Financial Group	Samba Financial Group	0.2777985385944718
HRG Group	Compass Group	0.27822072148228055
Philip Morris International	George Weston	0.2947678658158728
Wistron	Quanta Computer	0.20939135450847676
CNO Financial Group	JB Financial Group	0.22861836838369234
SK Holdings	Yamato Holdings	0.30944384639461264
Sumitomo Mitsui Trust	Sumitomo Electric	0.24857928932766604
Royal Ahold	Royal Boskalis	0.4303070743589625
Harbin Bank	Toho Bank	0.281390951778749
Nissan Motor	SAIC Motor	0.20682849338348605
Guangzhou Automobile Group Co. Ltd.	Midea Group Co. Ltd.	0.5162585551984393
China Merchants Bank	DVB Bank	0.22501608321792435
Sumitomo Corp	Sumitomo Mitsui Trust	0.4091729279118314
West Japan Railway	East Japan Railway	0.6462568953276517
Uniqa	Generali Group	0.23133088762243473
Catlin Group	HRG Group	0.22290394693450236
Doha Bank	Alinma Bank	0.3514143185950762
Fanuc	Murata Manufacturing	0.25028646881680533
UCO Bank	Punjab National Bank	0.23410397071201225
Suruga Bank	Shiga Bank	0.2813280422863923
Amgen	Pfizer	0.3912514319921383
Suruga Bank	Toho Bank	0.41458994663022497
Hindalco Industries	Reliance Industries	0.3015769460505389
Alpha Bank	Toho Bank	0.22916756366396435
QBE Insurance Group	Catlin Group	0.22511360733440258
Telenor	VimpelCom	0.2968687438409455
Woodside Petroleum	Valero Energy	0.20265612280162118
Enagas	Acciona	0.2798998363615024
Olam International	Millicom International	0.2009988839212349
Weichai Power	Chugoku Electric Power	0.26084401962460946
Attijariwafa Bank	Syndicate Bank	0.2016009835307001
GD Power Development	CGN Power	0.38418794983828514
Concho Resources	Denbury Resources	0.20275022334345386
UCO Bank	Syndicate Bank	0.283879512551601
Northern Trust	Metropolitan Bank & Trust	0.23422366702072148
Husky Energy	Peabody Energy	0.2294444032286094
J Sainsbury	L Brands	0.3291407207435685
SBA Communications	Rogers Communications	0.319051385944299
Itochu	Marubeni	0.5775242593897765
SL Green Realty	JG Summit Holdings	0.20300957595961067
Cemig	CPFL Energia	0.30559223194275026
Abu Dhabi Commercial Bank	Saudi Investment Bank	0.23181805166245317
United Overseas Bank	Chugoku Bank	0.22997844771092874
Mitsubishi Chemical	Mitsubishi Electric	0.28443270645405216
Indian Bank	Syndicate Bank	0.33524448397902284
Commercial International Bank	BMCE Bank	0.2522310631517953
Electric Power Development	Power Finance	0.49868301712476404
China Vanke	China Gezhouba	0.20224925236985938
Huaxia Bank	Citic Securities	0.27389390886640885
ThyssenKrupp Group	Salzgitter	0.21150575209892888
Axis Bank	Hiroshima Bank	0.20595359845658323
Toho Bank	Shiga Bank	0.30523377589113054
Datang International Power	China Yangtze Power	0.3049179956426016
Isbank	Halkbank	0.6401481432250795
Direct Line Insurance	Ping An Insurance Group	0.27965056088056556
North Pacific Bank	First Pacific	0.4731327124060839
Nanto Bank	Taiwan Cooperative Financial	0.205799424591121
SBI Holdings	IDBI Bank	0.20681151546891854
FIBI Holdings	Delek Group	0.284748578617163
China Railway Group	Greentown China Holdings	0.22764189969906026
